VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,FULL_NAME,P_FDR
REACTOME_INTERLEUKIN_21_SIGN...,SET,9,0.66273,0.014669,0.34401,0.02703,REACTOME_INTERLEUKIN_21_SIGNALING,0.594005768421053
REACTOME_RHO_GTPASES_ACTIVAT...6,SET,19,0.36799,0.011832,0.19105,0.027054,REACTOME_RHO_GTPASES_ACTIVATE_PAKS,0.594005768421053
GO_REGULATION_OF_CAMP_DEPEND...,SET,16,0.41229,0.012166,0.21408,0.027066,GO_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY,0.594005768421053
GO_OSTEOBLAST_DEVELOPMENT,SET,17,0.40953,0.012456,0.21286,0.027187,GO_OSTEOBLAST_DEVELOPMENT,0.594005768421053
GO_DNA_BINDING_TRANSCRIPTION...3,SET,318,0.091805,0.011977,0.047742,0.027251,GO_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING,0.594005768421053
GO_RESPIRATORY_CHAIN_COMPLEX...3,SET,14,0.42597,0.011758,0.2216,0.027292,GO_RESPIRATORY_CHAIN_COMPLEX_IV,0.594005768421053
GO_NEGATIVE_REGULATION_OF_PL...2,SET,6,0.65419,0.011824,0.3404,0.027322,GO_NEGATIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION,0.594005768421053
GO_REGULATION_OF_SKELETAL_MU...1,SET,3,0.89506,0.01144,0.46589,0.027363,GO_REGULATION_OF_SKELETAL_MUSCLE_ACETYLCHOLINE_GATED_CHANNEL_CLUSTERING,0.594005768421053
GO_ERYTHROCYTE_HOMEOSTASIS,SET,110,0.15711,0.012124,0.081785,0.027373,GO_ERYTHROCYTE_HOMEOSTASIS,0.594005768421053
GO_DOPAMINERGIC_NEURON_DIFFE...,SET,35,0.31924,0.013925,0.16623,0.027407,GO_DOPAMINERGIC_NEURON_DIFFERENTIATION,0.594005768421053
GO_ORGANIC_CATION_TRANSPORT,SET,33,0.29473,0.012484,0.1536,0.02751,GO_ORGANIC_CATION_TRANSPORT,0.594005768421053
GO_ANTIBIOTIC_CATABOLIC_PROC...,SET,44,0.27668,0.013529,0.14423,0.027544,GO_ANTIBIOTIC_CATABOLIC_PROCESS,0.594005768421053
GO_NEGATIVE_REGULATION_OF_RE...11,SET,16,0.4077,0.01203,0.21254,0.027551,GO_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,0.594005768421053
GO_POSITIVE_REGULATION_OF_TO...1,SET,9,0.57596,0.012749,0.30029,0.027563,GO_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION,0.594005768421053
GO_NEGATIVE_REGULATION_OF_TR...13,SET,104,0.16788,0.012599,0.087575,0.027627,GO_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.594005768421053
GO_NEGATIVE_REGULATION_OF_DN...9,SET,33,0.26131,0.011068,0.13631,0.027628,GO_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION,0.594005768421053
GO_POSITIVE_REGULATION_OF_WO...,SET,49,0.24171,0.01247,0.12619,0.027728,GO_POSITIVE_REGULATION_OF_WOUND_HEALING,0.594005768421053
GO_MICROFIBRIL,SET,8,0.57586,0.012018,0.30065,0.027731,GO_MICROFIBRIL,0.594005768421053
GO_NUCLEOLUS,SET,826,0.056026,0.011613,0.029263,0.027781,GO_NUCLEOLUS,0.594005768421053
REACTOME_ADP_SIGNALLING_THRO...1,SET,24,0.36428,0.013162,0.19031,0.027812,REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,0.594005768421053
REACTOME_NEGATIVE_REGULATION...11,SET,15,0.46174,0.013193,0.24137,0.027881,REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS,0.594436591943958
GO_DENDRITIC_CELL_DIFFERENTI...,SET,38,0.29146,0.013246,0.15245,0.027955,GO_DENDRITIC_CELL_DIFFERENTIATION,0.594972325174825
GO_CIS_GOLGI_NETWORK_MEMBRANE,SET,5,0.78396,0.012935,0.41069,0.028147,GO_CIS_GOLGI_NETWORK_MEMBRANE,0.596229589565217
GO_NEGATIVE_REGULATION_OF_UB...3,SET,16,0.38624,0.011397,0.20235,0.028156,GO_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY,0.596229589565217
GO_MONOSACCHARIDE_METABOLIC_...,SET,139,0.13566,0.011759,0.071074,0.028161,GO_MONOSACCHARIDE_METABOLIC_PROCESS,0.596229589565217
GO_GLUCAGON_SECRETION,SET,9,0.52072,0.011526,0.27313,0.028303,GO_GLUCAGON_SECRETION,0.597561204081633
GO_REGULATION_OF_PLATELET_DE...3,SET,23,0.34462,0.01219,0.18094,0.028423,GO_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.597561204081633
GO_SINGLE_STRANDED_DNA_3_5_E...,SET,6,0.52503,0.0094897,0.27597,0.028561,GO_SINGLE_STRANDED_DNA_3_5_EXODEOXYRIBONUCLEASE_ACTIVITY,0.597561204081633
GO_NEURAL_NUCLEUS_DEVELOPMENT,SET,54,0.22142,0.01199,0.11646,0.028645,GO_NEURAL_NUCLEUS_DEVELOPMENT,0.597561204081633
GO_RAP_PROTEIN_SIGNAL_TRANSD...,SET,13,0.48268,0.012839,0.25389,0.028648,GO_RAP_PROTEIN_SIGNAL_TRANSDUCTION,0.597561204081633
GO_TYPE_I_INTERFERON_SECRETI...,SET,10,0.52597,0.012272,0.27677,0.028697,GO_TYPE_I_INTERFERON_SECRETION,0.597561204081633
GO_NEGATIVE_REGULATION_OF_HI...3,SET,14,0.44486,0.01228,0.23426,0.028793,GO_NEGATIVE_REGULATION_OF_HISTONE_ACETYLATION,0.597561204081633
GO_CENTRAL_NERVOUS_SYSTEM_NE...3,SET,169,0.14012,0.013381,0.073786,0.028794,GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION,0.597561204081633
GO_REGULATION_OF_OSTEOBLAST_...,SET,100,0.17739,0.013056,0.093419,0.028798,GO_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION,0.597561204081633
GO_DEVELOPMENTAL_INDUCTION,SET,30,0.32812,0.013252,0.17284,0.028829,GO_DEVELOPMENTAL_INDUCTION,0.597561204081633
GO_RESPONSE_TO_STEROID_HORMO...,SET,360,0.088695,0.012297,0.046727,0.028847,GO_RESPONSE_TO_STEROID_HORMONE,0.597561204081633
GO_MANNOSYL_OLIGOSACCHARIDE_...1,SET,7,0.65459,0.012779,0.34486,0.028847,GO_MANNOSYL_OLIGOSACCHARIDE_1_2_ALPHA_MANNOSIDASE_ACTIVITY,0.597561204081633
GO_REGULATION_OF_PINOCYTOSIS,SET,11,0.44156,0.010805,0.23266,0.028862,GO_REGULATION_OF_PINOCYTOSIS,0.597561204081633
GO_MULTI_ORGANISM_REPRODUCTI...,SET,883,0.056089,0.012001,0.029576,0.028959,GO_MULTI_ORGANISM_REPRODUCTIVE_PROCESS,0.597929105084746
GO_NEGATIVE_REGULATION_OF_KI...2,SET,220,0.11056,0.01203,0.05831,0.028978,GO_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY,0.597929105084746
GO_MATURATION_OF_5_8S_RRNA,SET,25,0.29343,0.01082,0.15491,0.029105,GO_MATURATION_OF_5_8S_RRNA,0.59804521797005
GO_SPHERICAL_HIGH_DENSITY_LI...,SET,7,0.63169,0.012332,0.33369,0.029184,GO_SPHERICAL_HIGH_DENSITY_LIPOPROTEIN_PARTICLE,0.59804521797005
GO_REGULATION_OF_CHROMATIN_O...,SET,162,0.11995,0.011218,0.063375,0.029205,GO_REGULATION_OF_CHROMATIN_ORGANIZATION,0.59804521797005
GO_NEGATIVE_REGULATION_OF_TU...2,SET,5,0.71212,0.01175,0.37658,0.02932,GO_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_BIOSYNTHETIC_PROCESS,0.59804521797005
REACTOME_SIGNALING_BY_FGFR2,SET,71,0.19102,0.011856,0.10106,0.02937,REACTOME_SIGNALING_BY_FGFR2,0.59804521797005
GO_NUCLEAR_ENVELOPE_REASSEMB...,SET,17,0.37275,0.011337,0.19721,0.029379,GO_NUCLEAR_ENVELOPE_REASSEMBLY,0.59804521797005
GO_LEUKOCYTE_PROLIFERATION,SET,266,0.10496,0.012542,0.055547,0.029418,GO_LEUKOCYTE_PROLIFERATION,0.59804521797005
GO_NUCLEOTIDE_BINDING_OLIGOM...,SET,11,0.55231,0.013515,0.29237,0.029447,GO_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY,0.59804521797005
GO_COLUMNAR_CUBOIDAL_EPITHEL...2,SET,104,0.17306,0.012988,0.09163,0.029473,GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION,0.59804521797005
GO_ACTIN_FILAMENT_SEVERING,SET,10,0.50569,0.011799,0.26778,0.029492,GO_ACTIN_FILAMENT_SEVERING,0.59804521797005
GO_REGULATION_OF_HISTONE_H3_...5,SET,9,0.50144,0.011099,0.2656,0.029524,GO_REGULATION_OF_HISTONE_H3_K9_ACETYLATION,0.59804521797005
REACTOME_ACTIVATION_OF_RAC1,SET,11,0.46693,0.011426,0.24768,0.029708,REACTOME_ACTIVATION_OF_RAC1,0.599891990066225
GO_REGULATION_OF_GENE_SILENC...,SET,130,0.13784,0.011557,0.073122,0.02972,GO_REGULATION_OF_GENE_SILENCING,0.599891990066225
GO_NEGATIVE_REGULATION_OF_ST...8,SET,31,0.28724,0.011793,0.15243,0.029763,GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,0.599891990066225
GO_RESPONSE_TO_UV,SET,125,0.13409,0.011026,0.071277,0.029982,GO_RESPONSE_TO_UV,0.600287073170732
GO_CHROMAFFIN_GRANULE,SET,8,0.68409,0.014277,0.36367,0.029989,GO_CHROMAFFIN_GRANULE,0.600287073170732
GO_POSITIVE_REGULATION_OF_PI...,SET,6,0.70393,0.012723,0.37428,0.03001,GO_POSITIVE_REGULATION_OF_PINOCYTOSIS,0.600287073170732
GO_REGULATION_OF_CHROMOSOME_...1,SET,300,0.088645,0.011238,0.047133,0.030012,GO_REGULATION_OF_CHROMOSOME_ORGANIZATION,0.600287073170732
GO_CHLORIDE_CHANNEL_COMPLEX,SET,43,0.28342,0.0137,0.15077,0.030077,GO_CHLORIDE_CHANNEL_COMPLEX,0.600287073170732
GO_INTESTINAL_EPITHELIAL_STR...,SET,5,0.75425,0.012445,0.40149,0.030155,GO_INTESTINAL_EPITHELIAL_STRUCTURE_MAINTENANCE,0.600287073170732
GO_PROLINE_TRANSPORT,SET,9,0.61598,0.013635,0.32806,0.030223,GO_PROLINE_TRANSPORT,0.600287073170732
GO_REGULATION_OF_AMYLOID_BET...2,SET,21,0.36326,0.012278,0.19348,0.030235,GO_REGULATION_OF_AMYLOID_BETA_FORMATION,0.600287073170732
GO_REGULATION_OF_TRANSCRIPTI...2,SET,28,0.2965,0.01157,0.15796,0.030262,GO_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I,0.600287073170732
GO_NATA_COMPLEX,SET,4,0.63134,0.0093177,0.33646,0.030309,GO_NATA_COMPLEX,0.600287073170732
GO_POSITIVE_REGULATION_OF_PA...,SET,44,0.25821,0.012625,0.13763,0.030325,GO_POSITIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION,0.600287073170732
KEGG_GLYCOSAMINOGLYCAN_BIOSY...3,SET,15,0.4555,0.013014,0.24289,0.030384,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,0.600373536466775
GO_NUCLEAR_HORMONE_RECEPTOR_...,SET,141,0.13184,0.01151,0.07033,0.030428,GO_NUCLEAR_HORMONE_RECEPTOR_BINDING,0.600373536466775
GO_SPINDLE_ELONGATION,SET,8,0.62285,0.012999,0.33267,0.030592,GO_SPINDLE_ELONGATION,0.602603166397415
GO_REGULATION_OF_MACROPHAGE_...2,SET,8,0.49935,0.010421,0.2668,0.03064,GO_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS,0.602603166397415
GO_VOLTAGE_GATED_CHLORIDE_CH...,SET,9,0.54727,0.012114,0.29292,0.030868,GO_VOLTAGE_GATED_CHLORIDE_CHANNEL_ACTIVITY,0.602650458461538
REACTOME_WNT_MEDIATED_ACTIVA...,SET,8,0.55229,0.011526,0.29562,0.030872,REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL,0.602650458461538
GO_NEGATIVE_REGULATION_OF_CH...11,SET,123,0.13914,0.01135,0.074483,0.030884,GO_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,0.602650458461538
GO_POSITIVE_REGULATION_OF_TE...5,SET,36,0.24568,0.010868,0.13155,0.030916,GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,0.602650458461538
GO_REGULATION_OF_HISTONE_H3_...1,SET,5,0.63269,0.01044,0.33898,0.030998,GO_REGULATION_OF_HISTONE_H3_K14_ACETYLATION,0.602650458461538
REACTOME_INTERLEUKIN_23_SIGN...,SET,9,0.5541,0.012265,0.29723,0.031156,REACTOME_INTERLEUKIN_23_SIGNALING,0.602650458461538
GO_INTERLEUKIN_23_MEDIATED_S...,SET,9,0.5541,0.012265,0.29723,0.031156,GO_INTERLEUKIN_23_MEDIATED_SIGNALING_PATHWAY,0.602650458461538
GO_NEGATIVE_REGULATION_OF_HE...3,SET,5,0.57138,0.0094278,0.30662,0.031209,GO_NEGATIVE_REGULATION_OF_HELICASE_ACTIVITY,0.602650458461538
GO_INORGANIC_ANION_TRANSMEMB...2,SET,134,0.14795,0.012593,0.079448,0.031295,GO_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.602650458461538
GO_POSITIVE_REGULATION_OF_DN...5,SET,14,0.42324,0.011683,0.22732,0.03132,GO_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,0.602650458461538
GO_MECHANORECEPTOR_DIFFERENT...,SET,56,0.2324,0.012815,0.12483,0.031331,GO_MECHANORECEPTOR_DIFFERENTIATION,0.602650458461538
GO_NUCLEOPLASM_PART,SET,979,0.049358,0.011089,0.026521,0.031376,GO_NUCLEOPLASM_PART,0.602650458461538
GO_EXTRINSIC_COMPONENT_OF_PL...,SET,155,0.13449,0.012305,0.072266,0.031377,GO_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE,0.602650458461538
REACTOME_VASOPRESSIN_REGULAT...,SET,41,0.27175,0.012828,0.14604,0.031395,REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,0.602650458461538
GO_REGIONALIZATION,SET,323,0.099352,0.013061,0.053403,0.031422,GO_REGIONALIZATION,0.602650458461538
GO_MEIOTIC_CELL_CYCLE_PHASE_...,SET,8,0.53907,0.01125,0.2898,0.031441,GO_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION,0.602650458461538
GO_CELLULAR_RESPONSE_TO_INSU...2,SET,197,0.11394,0.011739,0.061304,0.031552,GO_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,0.602650458461538
GO_NEGATIVE_REGULATION_OF_TY...5,SET,11,0.44485,0.010885,0.23942,0.03159,GO_NEGATIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN,0.602650458461538
GO_NEGATIVE_REGULATION_OF_CE...41,SET,86,0.17525,0.011966,0.094392,0.031693,GO_NEGATIVE_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,0.602650458461538
GO_ANTERIOR_POSTERIOR_AXIS_S...,SET,44,0.25108,0.012277,0.13526,0.031719,GO_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION,0.602650458461538
GO_OXIDOREDUCTASE_ACTIVITY_A...21,SET,49,0.23996,0.01238,0.12931,0.031756,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PEROXIDE_AS_ACCEPTOR,0.602650458461538
REACTOME_HOMOLOGY_DIRECTED_R...,SET,116,0.13594,0.010771,0.073288,0.031815,REACTOME_HOMOLOGY_DIRECTED_REPAIR,0.602650458461538
GO_2FE_2S_CLUSTER_ASSEMBLY,SET,3,1.0142,0.012963,0.54738,0.031969,GO_2FE_2S_CLUSTER_ASSEMBLY,0.602650458461538
GO_REGULATION_OF_BMP_SIGNALI...,SET,74,0.20136,0.012758,0.10869,0.031983,GO_REGULATION_OF_BMP_SIGNALING_PATHWAY,0.602650458461538
GO_RESPONSE_TO_INSULIN,SET,246,0.10268,0.011806,0.055442,0.032015,GO_RESPONSE_TO_INSULIN,0.602650458461538
GO_HISTONE_H3_K27_METHYLATION,SET,16,0.35217,0.010392,0.19017,0.03203,GO_HISTONE_H3_K27_METHYLATION,0.602650458461538
GO_CARBOXYPEPTIDASE_ACTIVITY,SET,40,0.27416,0.012783,0.14809,0.032068,GO_CARBOXYPEPTIDASE_ACTIVITY,0.602650458461538
GO_POSITIVE_REGULATION_OF_RN...2,SET,1479,0.043304,0.011785,0.023402,0.032133,GO_POSITIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS,0.602650458461538
GO_COMMITMENT_COMPLEX,SET,5,0.52192,0.0086117,0.28209,0.032152,GO_COMMITMENT_COMPLEX,0.602650458461538
GO_PURINE_NTP_DEPENDENT_HELI...,SET,70,0.1759,0.01084,0.095071,0.032154,GO_PURINE_NTP_DEPENDENT_HELICASE_ACTIVITY,0.602650458461538
GO_NETRIN_RECEPTOR_ACTIVITY,SET,6,0.6594,0.011918,0.35646,0.032177,GO_NETRIN_RECEPTOR_ACTIVITY,0.602650458461538
GO_CEREBELLAR_CORTEX_FORMATI...,SET,18,0.39184,0.012263,0.21231,0.032482,GO_CEREBELLAR_CORTEX_FORMATION,0.605801428571429
GO_AUTOPHAGY_OF_PEROXISOME,SET,5,0.8142,0.013434,0.44132,0.032533,GO_AUTOPHAGY_OF_PEROXISOME,0.605801428571429
GO_NEGATIVE_REGULATION_OF_RE...19,SET,40,0.22866,0.010661,0.12403,0.032636,GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.605801428571429
BIOCARTA_NPC_PATHWAY,SET,11,0.47035,0.011509,0.25534,0.032744,BIOCARTA_NPC_PATHWAY,0.605801428571429
GO_ANTIBIOTIC_METABOLIC_PROC...,SET,82,0.19494,0.012998,0.10595,0.032903,GO_ANTIBIOTIC_METABOLIC_PROCESS,0.605801428571429
GO_RESPONSE_TO_ACTIVITY,SET,62,0.2087,0.012107,0.1135,0.032985,GO_RESPONSE_TO_ACTIVITY,0.605801428571429
GO_RESPONSE_TO_EPIDERMAL_GRO...,SET,44,0.22471,0.010987,0.12229,0.033079,GO_RESPONSE_TO_EPIDERMAL_GROWTH_FACTOR,0.605801428571429
PID_P38_GAMMA_DELTA_PATHWAY,SET,10,0.50563,0.011797,0.27518,0.03308,PID_P38_GAMMA_DELTA_PATHWAY,0.605801428571429
GO_RESPONSE_TO_DRUG,SET,939,0.054447,0.011994,0.029636,0.033098,GO_RESPONSE_TO_DRUG,0.605801428571429
GO_GENETIC_IMPRINTING,SET,24,0.31631,0.011429,0.17224,0.033157,GO_GENETIC_IMPRINTING,0.605801428571429
GO_REGULATION_OF_MONOCYTE_CH...,SET,23,0.33967,0.012015,0.18497,0.033163,GO_REGULATION_OF_MONOCYTE_CHEMOTAXIS,0.605801428571429
GO_RESPONSE_TO_LIPID,SET,857,0.057321,0.012092,0.031224,0.033204,GO_RESPONSE_TO_LIPID,0.605801428571429
GO_N_ACETYLGLUCOSAMINE_6_O_S...,SET,6,0.71064,0.012845,0.38724,0.033249,GO_N_ACETYLGLUCOSAMINE_6_O_SULFOTRANSFERASE_ACTIVITY,0.605801428571429
GO_POSITIVE_REGULATION_OF_NE...7,SET,4,0.71151,0.010501,0.38781,0.033286,GO_POSITIVE_REGULATION_OF_NEUROMUSCULAR_JUNCTION_DEVELOPMENT,0.605801428571429
GO_TUBE_DEVELOPMENT,SET,929,0.054831,0.012018,0.029889,0.033297,GO_TUBE_DEVELOPMENT,0.605801428571429
GO_ADIPOSE_TISSUE_DEVELOPMENT,SET,37,0.26201,0.01175,0.14282,0.0333,GO_ADIPOSE_TISSUE_DEVELOPMENT,0.605801428571429
GO_REGULATION_OF_TOLL_LIKE_R...2,SET,9,0.48383,0.010709,0.26397,0.033419,GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY,0.605801428571429
KEGG_PORPHYRIN_AND_CHLOROPHY...,SET,36,0.30312,0.013409,0.16538,0.03342,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,0.605801428571429
GO_AZOLE_TRANSMEMBRANE_TRANS...,SET,8,0.56972,0.01189,0.31086,0.033428,GO_AZOLE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.605801428571429
BIOCARTA_IL1R_PATHWAY,SET,30,0.30989,0.012517,0.16917,0.033498,BIOCARTA_IL1R_PATHWAY,0.605801428571429
GO_REGULATION_OF_ACTIN_FILAM...3,SET,84,0.17523,0.011825,0.095672,0.033517,GO_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,0.605801428571429
GO_THIOREDOXIN_PEROXIDASE_AC...,SET,4,0.72315,0.010673,0.39487,0.033532,GO_THIOREDOXIN_PEROXIDASE_ACTIVITY,0.605801428571429
GO_INTRACELLULAR_CALCIUM_ACT...,SET,16,0.43856,0.012941,0.2396,0.033607,GO_INTRACELLULAR_CALCIUM_ACTIVATED_CHLORIDE_CHANNEL_ACTIVITY,0.605801428571429
GO_FUSION_OF_SPERM_TO_EGG_PL...,SET,15,0.4731,0.013517,0.25848,0.033609,GO_FUSION_OF_SPERM_TO_EGG_PLASMA_MEMBRANE_INVOLVED_IN_SINGLE_FERTILIZATION,0.605801428571429
GO_TELOMERE_MAINTENANCE_VIA_...2,SET,27,0.27367,0.010487,0.14977,0.033832,GO_TELOMERE_MAINTENANCE_VIA_SEMI_CONSERVATIVE_REPLICATION,0.605801428571429
GO_NEUTROPHIL_CLEARANCE,SET,5,0.78968,0.01303,0.43221,0.033854,GO_NEUTROPHIL_CLEARANCE,0.605801428571429
REACTOME_METHIONINE_SALVAGE_...,SET,6,0.73434,0.013273,0.40199,0.033877,REACTOME_METHIONINE_SALVAGE_PATHWAY,0.605801428571429
GO_CELLULAR_RESPONSE_TO_VASC...,SET,51,0.24188,0.012731,0.13249,0.033959,GO_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS,0.605801428571429
GO_COPI_COATED_VESICLE,SET,24,0.27322,0.0098717,0.14971,0.03401,GO_COPI_COATED_VESICLE,0.605801428571429
GO_NEGATIVE_REGULATION_OF_PR...30,SET,525,0.068981,0.011497,0.037829,0.034123,GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,0.605801428571429
GO_ETHER_METABOLIC_PROCESS,SET,12,0.51532,0.01317,0.28261,0.034126,GO_ETHER_METABOLIC_PROCESS,0.605801428571429
GO_C_TERMINAL_PROTEIN_DEGLUT...,SET,5,0.76126,0.012561,0.41755,0.034146,GO_C_TERMINAL_PROTEIN_DEGLUTAMYLATION,0.605801428571429
GO_OXIDATIVE_RNA_DEMETHYLATI...,SET,5,0.62475,0.010309,0.34268,0.034149,GO_OXIDATIVE_RNA_DEMETHYLATION,0.605801428571429
GO_OXIDATIVE_RNA_DEMETHYLASE...,SET,5,0.62475,0.010309,0.34268,0.034149,GO_OXIDATIVE_RNA_DEMETHYLASE_ACTIVITY,0.605801428571429
GO_REGULATION_OF_FATTY_ACID_...2,SET,38,0.24345,0.011064,0.1336,0.034215,GO_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS,0.605801428571429
GO_REGULATION_OF_CELL_FATE_S...,SET,12,0.47276,0.012083,0.25949,0.034243,GO_REGULATION_OF_CELL_FATE_SPECIFICATION,0.605801428571429
GO_REGULATION_OF_METALLOENDO...,SET,6,0.71897,0.012995,0.39465,0.034252,GO_REGULATION_OF_METALLOENDOPEPTIDASE_ACTIVITY,0.605801428571429
GO_CARDIAC_MUSCLE_FIBER_DEVE...,SET,18,0.38038,0.011904,0.20882,0.03427,GO_CARDIAC_MUSCLE_FIBER_DEVELOPMENT,0.605801428571429
GO_PHAGOPHORE_ASSEMBLY_SITE,SET,30,0.28817,0.011639,0.15826,0.034323,GO_PHAGOPHORE_ASSEMBLY_SITE,0.605801428571429
REACTOME_TIGHT_JUNCTION_INTE...,SET,28,0.33497,0.013071,0.1841,0.034421,REACTOME_TIGHT_JUNCTION_INTERACTIONS,0.605801428571429
GO_REGULATION_OF_HEXOKINASE_...,SET,9,0.48948,0.010835,0.26906,0.034445,GO_REGULATION_OF_HEXOKINASE_ACTIVITY,0.605801428571429
GO_RESPONSE_TO_HORMONE,SET,906,0.05515,0.011945,0.030322,0.034479,GO_RESPONSE_TO_HORMONE,0.605801428571429
GO_CELLULAR_MACROMOLECULE_LO...,SET,1732,0.038254,0.011181,0.021033,0.034485,GO_CELLULAR_MACROMOLECULE_LOCALIZATION,0.605801428571429
GO_REGULATION_OF_MITOCHONDRI...8,SET,166,0.12036,0.011393,0.066231,0.034598,GO_REGULATION_OF_MITOCHONDRION_ORGANIZATION,0.606825729496403
GO_PHAGOSOME_LYSOSOME_FUSION,SET,7,0.67179,0.013115,0.3698,0.034643,GO_PHAGOSOME_LYSOSOME_FUSION,0.606825729496403
GO_NEGATIVE_REGULATION_OF_HI...10,SET,36,0.24478,0.010828,0.13482,0.034725,GO_NEGATIVE_REGULATION_OF_HISTONE_MODIFICATION,0.607276629986245
REACTOME_PRE_NOTCH_EXPRESSIO...,SET,81,0.16912,0.011208,0.093254,0.034883,REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,0.607276629986245
GO_POSITIVE_REGULATION_OF_CE...41,SET,830,0.057385,0.011922,0.031672,0.035013,GO_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,0.607276629986245
GO_FUCOSYLATION,SET,19,0.36129,0.011616,0.19949,0.035075,GO_FUCOSYLATION,0.607276629986245
GO_POSITIVE_REGULATION_OF_NU...1,SET,5,0.66698,0.011005,0.3683,0.03508,GO_POSITIVE_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION,0.607276629986245
GO_CELL_MIGRATION_INVOLVED_I...1,SET,12,0.43616,0.011147,0.24088,0.035103,GO_CELL_MIGRATION_INVOLVED_IN_GASTRULATION,0.607276629986245
GO_MITOTIC_NUCLEAR_ENVELOPE_...2,SET,9,0.49071,0.010862,0.27112,0.035162,GO_MITOTIC_NUCLEAR_ENVELOPE_REASSEMBLY,0.607276629986245
GO_NEGATIVE_REGULATION_OF_SM...6,SET,6,0.58495,0.010573,0.32329,0.035205,GO_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING,0.607276629986245
GO_GALANIN_RECEPTOR_ACTIVITY,SET,8,0.5163,0.010775,0.28539,0.035226,GO_GALANIN_RECEPTOR_ACTIVITY,0.607276629986245
