GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,P_MULTI_FDR,P_SNPWISE_MEAN_FDR,P_SNPWISE_TOP1_FDR
PIGF,2,46581274,46617112,65,13,8816,1.2136,0.11246,0.069634,0.20578,0.793944516129032,0.684427853098291,0.960568736654804
CDCA7L,7,21900899,21945924,122,28,8816,1.2133,0.11251,0.24255,0.062597,0.793944516129032,0.830404726831997,0.825810964899713
RGS10,10,119499827,119542710,109,26,8816,1.2132,0.11252,0.19899,0.078303,0.793944516129032,0.809787864674868,0.858052732352941
COL5A1,9,134641786,134844843,774,113,8816,1.2129,0.11259,0.033594,0.50785,0.793944516129032,0.623869248496994,0.972817058058926
FKBP14,7,30010583,30026801,26,7,8816,1.2126,0.11265,0.072185,0.20105,0.793944516129032,0.689124294845361,0.959136228409384
RAPH1,2,203433682,203535335,100,16,8816,1.2125,0.11266,0.087427,0.17966,0.793944516129032,0.71709860599383,0.947555932397594
TMEM63A,1,225840570,225882720,110,20,8816,1.2121,0.11274,0.054418,0.29608,0.793944516129032,0.671467127320955,0.972817058058926
PEX2,8,76980258,77001044,39,13,8816,1.212,0.11275,0.23649,0.063898,0.793944516129032,0.826559281095474,0.832571926863572
TBC1D7,6,13304951,13328583,96,13,8816,1.2119,0.11277,0.057562,0.26623,0.793944516129032,0.672811386706949,0.972817058058926
RABEP2,16,28904421,28925211,22,9,8816,1.2111,0.11294,0.2156,0.073244,0.793944516129032,0.818594583333333,0.84942349009901
TAS2R19,12,11021619,11022620,1,1,8816,1.2107,0.11301,0.1134,0.1134,0.793944516129032,0.740442885572139,0.899657288428325
WDR19,4,39182189,39285810,157,17,8816,1.2105,0.11304,0.099633,0.17097,0.793944516129032,0.728106110229976,0.944196149375182
GBA3,4,22692914,22819575,176,32,8816,1.2101,0.11312,0.069267,0.2212,0.793944516129032,0.684267042336549,0.967138977485929
MS4A4E,11,60201253,60243114,100,15,8816,1.2101,0.11313,0.078381,0.20298,0.793944516129032,0.702110413559322,0.959854695137638
ZNF697,1,119619377,119648170,54,14,8816,1.21,0.11314,0.043888,0.36084,0.793944516129032,0.639358850118953,0.972817058058926
SOX11,2,5692667,5701385,7,4,8816,1.2099,0.11315,0.086593,0.16,0.793944516129032,0.716703076923077,0.936007397260274
LOC105373442,2,5696237,5700950,7,4,8816,1.2099,0.11315,0.086593,0.16,0.793944516129032,0.716703076923077,0.936007397260274
SHFM1,7,96688767,96709891,50,15,8816,1.2098,0.11318,0.065896,0.2269,0.793944516129032,0.676514929844098,0.968716957018747
CCNJL,5,160251659,160313703,156,33,8816,1.2091,0.11331,0.23708,0.070414,0.793944516129032,0.826925037037037,0.84395150222788
ADAMTS3,4,72280969,72568799,404,48,8816,1.2089,0.11334,0.15564,0.11985,0.793944516129032,0.779078898882529,0.903955143678161
CCDC66,3,56557111,56621836,218,23,8816,1.2089,0.11335,0.11725,0.12506,0.793944516129032,0.741091626794258,0.907672645064054
GSTM3,1,109733932,109741038,13,5,8816,1.2088,0.11337,0.13796,0.10081,0.793944516129032,0.762381852631579,0.88241404805915
NQO1,16,69709401,69726668,30,10,8816,1.2083,0.11346,0.45557,0.033483,0.793944516129032,0.910701606307776,0.690101890134529
C6orf229,6,24797321,24798896,3,3,8816,1.208,0.11351,0.09204,0.14452,0.793944516129032,0.72086303880597,0.922180286298568
LOC105376851,18,11635709,11641066,6,4,8816,1.2077,0.11357,0.17094,0.082503,0.793944516129032,0.794064491654021,0.859064774049217
PDK4,7,95583497,95596613,37,9,8816,1.2077,0.11358,0.24048,0.07074,0.793944516129032,0.829642630095811,0.84395150222788
GPC5,13,91398619,92867237,3415,211,8816,1.2077,0.11358,0.060944,0.39409,0.793944516129032,0.674205352517986,0.972817058058926
C6orf25,6,31720808,31726710,6,4,8816,1.2077,0.11359,0.10864,0.13027,0.793944516129032,0.736881802733654,0.907672645064054
FAM3B,21,41304223,41357727,145,32,8816,1.2072,0.11369,0.047884,0.33274,0.793944516129032,0.647403576258993,0.972817058058926
PM20D1,1,205828022,205850148,39,18,8816,1.2069,0.11373,0.14246,0.10617,0.793944516129032,0.766727807737397,0.886770754631722
SUSD1,9,112040781,112175520,286,52,8816,1.2068,0.11376,0.29091,0.054426,0.793944516129032,0.853122266411116,0.803010310344828
SLC38A9,5,55625845,55712335,393,17,8816,1.2067,0.11377,0.37594,0.045592,0.793944516129032,0.885634377726456,0.767995148623853
ZCCHC2,18,62523410,62587709,135,22,8816,1.2067,0.11378,0.092066,0.16835,0.793944516129032,0.72086303880597,0.942810800608828
NMNAT3,3,139560180,139678043,218,42,8816,1.2062,0.11387,0.15539,0.10594,0.793944516129032,0.779078898882529,0.885776111111111
RGS1,1,192575727,192580029,9,5,8816,1.2059,0.11392,0.13412,0.10873,0.793944516129032,0.756203267993874,0.892370853440572
PRPS1L1,7,18026774,18027863,2,2,8816,1.2059,0.11393,0.14641,0.090385,0.793944516129032,0.772131975308642,0.869096705972435
MRPS34,16,1771895,1773139,2,1,8816,1.2058,0.11395,0.10659,0.1229,0.793944516129032,0.734646380666916,0.907672645064054
SPNS3,17,4433924,4488204,246,46,8816,1.2056,0.11399,0.41902,0.03747,0.793944516129032,0.901209584163055,0.711465015511893
HCLS1,3,121631398,121660948,65,12,8816,1.2049,0.11411,0.10859,0.14151,0.793944516129032,0.73681485218034,0.921827715501951
FXYD2,11,117820075,117828092,25,12,8816,1.2048,0.11413,0.075111,0.19001,0.793944516129032,0.692325838855422,0.949863858798168
MASTL,10,27154824,27186920,87,15,8816,1.2046,0.11418,0.045992,0.35761,0.793944516129032,0.644625276335878,0.972817058058926
PVR,19,44643798,44666161,23,8,8816,1.2045,0.11419,0.10463,0.14256,0.793944516129032,0.734229518532671,0.922180286298568
TPM2,9,35681993,35690056,11,6,8816,1.2036,0.11437,0.11598,0.12043,0.793944516129032,0.741091626794258,0.904457603271984
MRPL17,11,6680385,6683401,9,4,8816,1.2034,0.1144,0.1938,0.071883,0.793944516129032,0.80666103510351,0.84395150222788
DHRS11,17,36591786,36600804,14,5,8816,1.2032,0.11444,0.060478,0.24158,0.793944516129032,0.672811386706949,0.972817058058926
MLLT4,6,167826922,167972023,276,28,8816,1.2031,0.11447,0.054008,0.30973,0.793944516129032,0.670027627027027,0.972817058058926
TMEM252,9,68530662,68540886,10,6,8816,1.2031,0.11447,0.072295,0.1973,0.793944516129032,0.689124294845361,0.957148985468957
NNMT,11,114295813,114312516,27,11,8816,1.203,0.11449,0.13882,0.11039,0.793944516129032,0.763135934131737,0.897279270879364
FAM126A,7,22895848,23014195,285,26,8816,1.2029,0.11451,0.10406,0.15659,0.793944516129032,0.734016772954283,0.934257841494845
TARP,7,38257879,38305646,157,28,8816,1.2027,0.11455,0.23101,0.070716,0.793944516129032,0.825804392397773,0.84395150222788
XRCC2,7,152646498,152676165,64,13,8816,1.2027,0.11455,0.36781,0.04317,0.793944516129032,0.883578146067416,0.752034506641366
SEPHS2,16,30443625,30445975,1,1,8816,1.2025,0.11458,0.115,0.115,0.793944516129032,0.741091626794258,0.901288603584827
ARID3A,19,926037,972816,168,37,8816,1.2024,0.1146,0.061987,0.25985,0.793944516129032,0.676514929844098,0.972817058058926
LOC105375355,7,76510102,76524424,10,3,8816,1.2023,0.11462,0.13349,0.10933,0.793944516129032,0.756203267993874,0.894965728934463
ME1,6,83210389,83431741,388,31,8816,1.2022,0.11464,0.036965,0.48658,0.793944516129032,0.628502083486238,0.972817058058926
C12orf60,12,14785217,14823858,69,15,8816,1.2021,0.11467,0.086122,0.17397,0.793944516129032,0.716703076923077,0.944196149375182
C11orf1,11,111879198,111884074,3,1,8816,1.2013,0.11482,0.10421,0.1273,0.793944516129032,0.734228630084421,0.907672645064054
TMEM55B,14,20457853,20461612,2,2,8816,1.2013,0.11482,0.10059,0.13369,0.793944516129032,0.729600554681353,0.911168883116883
TNNT2,1,201359008,201377765,69,13,8816,1.2013,0.11483,0.14847,0.11102,0.793944516129032,0.774350686719637,0.898040191804708
CDC42EP1,22,37559778,37569405,15,8,8816,1.2012,0.11483,0.07922,0.18422,0.793944516129032,0.70302485258579,0.948634503645541
ZNF584,19,58407873,58418327,35,5,8816,1.2012,0.11484,0.073281,0.20466,0.793944516129032,0.69041500871348,0.959956392647434
CNOT3,19,54137689,54155708,38,12,8816,1.2012,0.11485,0.1297,0.11979,0.793944516129032,0.75324657106839,0.903955143678161
CBX2,17,79777188,79787650,16,10,8816,1.2011,0.11486,0.18042,0.084455,0.793944516129032,0.80029578782776,0.860505303601108
IL4R,16,27313668,27364778,140,28,8816,1.2007,0.11493,0.14783,0.10173,0.793944516129032,0.773852294754846,0.88241404805915
RNF187,1,228487367,228496188,15,6,8816,1.2006,0.11494,0.084213,0.17013,0.793944516129032,0.714866241108545,0.943947974683544
DCC,18,52340172,53535903,3872,183,8816,1.2005,0.11498,0.086604,0.27486,0.793944516129032,0.716703076923077,0.972817058058926
CCDC144A,17,16690235,16774999,39,9,8816,1.2002,0.11504,0.098343,0.15709,0.793944516129032,0.728106110229976,0.934257841494845
PLEKHA3,2,178480410,178505586,40,13,8816,1.2,0.11506,0.056246,0.26203,0.793944516129032,0.672811386706949,0.972817058058926
KPNA3,13,49699307,49792921,229,27,8816,1.1999,0.1151,0.14248,0.13452,0.793944516129032,0.766727807737397,0.912122751283933
DBH,9,133636363,133659344,105,31,8816,1.1996,0.11514,0.14814,0.11234,0.793944516129032,0.77432570941143,0.89807502175805
SELM,22,31104777,31107565,7,3,8816,1.1993,0.1152,0.15597,0.089986,0.793944516129032,0.779384383301708,0.869096705972435
RB1CC1,8,52622458,52714466,80,17,8816,1.1992,0.11523,0.11726,0.13081,0.793944516129032,0.741091626794258,0.907672645064054
IFT57,3,108160812,108222570,289,14,8816,1.199,0.11527,0.50652,0.03651,0.793944516129032,0.923311444553484,0.704159779411765
MEMO1,2,31867188,32011052,165,23,8816,1.1989,0.11528,0.47696,0.037353,0.793944516129032,0.914714424723324,0.709977673913043
TOMM7,7,22812632,22822852,56,10,8816,1.1982,0.11542,0.063203,0.25447,0.794065220478326,0.676514929844098,0.972817058058926
CXADR,21,17512906,17633323,234,42,8816,1.1981,0.11543,0.084841,0.19102,0.794065220478326,0.715758651974288,0.949863858798168
KLHL23,2,169733846,169751886,73,16,8816,1.1977,0.11552,0.13953,0.11597,0.794065220478326,0.763837307692308,0.901288603584827
NCF2,1,183555562,183590921,77,23,8816,1.1973,0.11559,0.19646,0.085729,0.794065220478326,0.807128369492284,0.862676984204793
KRT19,17,41523617,41528389,6,3,8816,1.1972,0.11562,0.079594,0.18349,0.794065220478326,0.704165576589595,0.948496590653153
TMEM117,12,43795764,44437808,1406,69,8816,1.1971,0.11563,0.11915,0.15033,0.794065220478326,0.741575907401149,0.925298571428571
GRM1,6,145964769,146437598,686,63,8816,1.1969,0.11568,0.1918,0.099413,0.794065220478326,0.805320246406571,0.879249563102119
FNDC8,17,35121612,35130732,11,6,8816,1.1968,0.11569,0.52598,0.029327,0.794065220478326,0.927543121342926,0.663767046625767
CALM2,2,47160082,47176601,28,12,8816,1.1966,0.11573,0.24322,0.065103,0.794065220478326,0.830563442169341,0.835329268343815
PARVA,11,12376441,12535356,425,76,8816,1.1966,0.11573,0.061111,0.27813,0.794065220478326,0.674205352517986,0.972817058058926
SLC27A6,5,128965475,129033642,284,26,8816,1.1959,0.11587,0.11637,0.14806,0.794500627333831,0.741091626794258,0.923155466259749
GINS2,16,85677674,85688982,28,10,8816,1.1958,0.11588,0.15293,0.096607,0.794500627333831,0.777946594863297,0.873632580882353
RNASEH2C,11,65717673,65720938,5,4,8816,1.1953,0.11598,0.091665,0.15713,0.794889428891377,0.72086303880597,0.934257841494845
PTTG1IP,21,44849585,44873903,77,18,8816,1.1951,0.11603,0.15323,0.10102,0.794935384328358,0.777946594863297,0.88241404805915
RNF6,13,26132115,26222559,282,47,8816,1.1939,0.11625,0.17391,0.09985,0.79514259947936,0.795855161928307,0.882225805369128
KLHL28,14,44924319,44978290,64,9,8816,1.194,0.11625,0.058385,0.27204,0.79514259947936,0.672811386706949,0.972817058058926
ALG2,9,99216425,99221964,5,2,8816,1.1935,0.11633,0.0945,0.15382,0.79514259947936,0.726097553941909,0.933032381896267
CCL5,17,35871491,35880373,11,6,8816,1.1935,0.11634,0.22428,0.064186,0.79514259947936,0.825582413793103,0.832571926863572
MAPKAP1,9,125437394,125707234,331,37,8816,1.1935,0.11635,0.59408,0.030591,0.79514259947936,0.944781152416357,0.674566256321839
KLHL31,6,53647901,53665846,58,11,8816,1.1933,0.11637,0.067754,0.23115,0.79514259947936,0.681287619934282,0.969204190454442
C11orf87,11,109421728,109429167,2,1,8816,1.1933,0.11637,0.10967,0.12464,0.79514259947936,0.737871333821913,0.907672645064054
SNX27,1,151611984,151699083,91,16,8816,1.193,0.11643,0.41072,0.042314,0.79514259947936,0.898538310626703,0.746175533589251
PPP2R2D,10,131900644,131969980,97,15,8816,1.1929,0.11645,0.10841,0.14857,0.79514259947936,0.736544218114603,0.923457606635071
GRID2IP,7,6496778,6551436,120,33,8816,1.1923,0.11657,0.18311,0.095532,0.795666085501859,0.80119535,0.873632580882353
HOXB8,17,48612346,48615112,5,3,8816,1.1919,0.11665,0.14968,0.096779,0.795893421248143,0.775619702831511,0.873632580882353
PRSS48,4,151276779,151291611,28,7,8816,1.1917,0.11669,0.094886,0.16766,0.795893421248143,0.726097553941909,0.942411583613574
FBXL4,6,98873725,98948006,98,18,8816,1.1913,0.11678,0.19831,0.086891,0.796211503898997,0.809787864674868,0.863006720930233
CLIP4,2,29097676,29183813,150,28,8816,1.191,0.11683,0.11315,0.14714,0.796256729769859,0.739340622775801,0.922180286298568
MKI67,10,128096659,128126363,76,18,8816,1.1907,0.11688,0.2719,0.060169,0.796301922077922,0.844754571813891,0.815320340206186
MAPK1,22,21759657,21867680,194,23,8816,1.1903,0.11696,0.051175,0.31229,0.796551394658754,0.656620667365479,0.972817058058926
C5orf49,5,7830378,7851490,57,14,8816,1.1898,0.11707,0.067589,0.25125,0.796822500926269,0.680373700109649,0.972817058058926
ITGB2,21,44885949,44928873,153,47,8816,1.1896,0.1171,0.046941,0.37459,0.796822500926269,0.646402759107807,0.972817058058926
C7orf76,7,96481626,96503523,33,11,8816,1.1895,0.11713,0.094072,0.1661,0.796822500926269,0.726097553941909,0.941192215716487
GPX3,5,151020438,151028993,33,11,8816,1.1883,0.11737,0.076915,0.20007,0.797721084870849,0.699098936170213,0.959136228409384
CFAP46,10,132808392,132943163,468,60,8816,1.1879,0.11744,0.043749,0.39222,0.797721084870849,0.639358850118953,0.972817058058926
RPL6,12,112405190,112418838,5,3,8816,1.1879,0.11744,0.14319,0.10318,0.797721084870849,0.768072331288344,0.88241404805915
GPATCH2,1,217426992,217631102,415,59,8816,1.1878,0.11746,0.089431,0.20135,0.797721084870849,0.71840826071741,0.959136228409384
MITF,3,69739435,69968337,422,39,8816,1.1869,0.11764,0.16061,0.1251,0.797721084870849,0.78368219330855,0.907672645064054
PCOLCE2,3,142817860,142889203,171,40,8816,1.1868,0.11766,0.10254,0.16485,0.797721084870849,0.732226971228616,0.940979913232104
SCN5A,3,38548058,38649673,226,54,8816,1.1866,0.11768,0.10786,0.15682,0.797721084870849,0.736544218114603,0.934257841494845
APOL3,22,36140323,36166177,76,17,8816,1.1867,0.11768,0.081678,0.2023,0.797721084870849,0.711090449502134,0.959136228409384
SPTBN1,2,54456317,54671446,510,50,8816,1.1865,0.1177,0.045236,0.36379,0.797721084870849,0.641587417887433,0.972817058058926
CFAP97,4,185151723,185209495,159,19,8816,1.1865,0.11771,0.060605,0.31507,0.797721084870849,0.672811386706949,0.972817058058926
TNFRSF10B,8,23006383,23069187,153,38,8816,1.1863,0.11774,0.10239,0.17672,0.797721084870849,0.732152024922118,0.944196149375182
ZNF417,19,57905774,57916616,23,6,8816,1.1859,0.11783,0.64682,0.025683,0.797786465167711,0.954836952886316,0.651333650552486
IGF2BP2,3,185643131,185825039,226,35,8816,1.1858,0.11785,0.26082,0.068863,0.797786465167711,0.840718617021277,0.837227620621282
FOXJ3,1,42176539,42335877,196,22,8816,1.1856,0.11788,0.41132,0.048395,0.797786465167711,0.898538310626703,0.780319375314861
ZC3H14,14,88562909,88613509,51,14,8816,1.1853,0.11796,0.082916,0.20137,0.797942685082873,0.712547708001872,0.959136228409384
SNED1,2,240997597,241094228,209,44,8816,1.1851,0.11799,0.15433,0.10961,0.797942685082873,0.779078898882529,0.895823956386293
WEE2,7,141708353,141731271,30,6,8816,1.1848,0.11805,0.2021,0.088825,0.798054510309278,0.811268294387421,0.865851743099788
GLT8D1,3,52694484,52706083,13,6,8816,1.1845,0.11811,0.17941,0.085578,0.798166253220464,0.798963640106563,0.862676984204793
AURKAIP1,1,1373730,1375438,6,4,8816,1.1837,0.11826,0.1795,0.08265,0.798472901346924,0.798963640106563,0.859064774049217
SERPINB3,18,63655197,63661963,8,5,8816,1.1834,0.11832,0.094963,0.16582,0.798472901346924,0.726097553941909,0.941135965400062
LOC105371417,16,89701491,89703524,2,2,8816,1.1833,0.11834,0.077535,0.18387,0.798472901346924,0.700963994613124,0.948634503645541
MAPK11,22,50263713,50270393,18,8,8816,1.1831,0.11839,0.11504,0.13517,0.798472901346924,0.741091626794258,0.912122751283933
CRX,19,47821842,47843330,128,21,8816,1.183,0.11841,0.15297,0.11364,0.798472901346924,0.777946594863297,0.900536918429003
RERE,1,8352404,8817691,513,41,8816,1.1827,0.11846,0.06508,0.27169,0.798472901346924,0.676514929844098,0.972817058058926
FKBP6,7,73328152,73358637,46,10,8816,1.1819,0.11863,0.19467,0.086528,0.798472901346924,0.80666103510351,0.863006720930233
SLC6A4,17,30194319,30235968,45,12,8816,1.1818,0.11864,0.078964,0.19836,0.798472901346924,0.702110413559322,0.959136228409384
GPR75-ASB3,2,53670293,53860033,444,43,8816,1.1815,0.1187,0.26664,0.064397,0.798472901346924,0.842338118011354,0.832571926863572
TMEM53,1,44653247,44674608,39,11,8816,1.1814,0.11872,0.17753,0.098505,0.798472901346924,0.798534947368421,0.875867644584139
PRRC2A,6,31620673,31637777,51,16,8816,1.181,0.11879,0.060041,0.27297,0.798472901346924,0.672811386706949,0.972817058058926
ZNF229,19,44426251,44448725,69,14,8816,1.1811,0.11879,0.30251,0.053901,0.798472901346924,0.860668318872017,0.801367848827809
TTC23,15,99136323,99251226,268,37,8816,1.1809,0.11882,0.66228,0.025447,0.798472901346924,0.959500080176073,0.648662087257618
PLEKHM1,17,45434247,45490780,94,11,8816,1.1809,0.11882,0.05274,0.35136,0.798472901346924,0.664625353466026,0.972817058058926
LMO7,13,75620434,75859870,538,67,8816,1.1806,0.11889,0.12417,0.13515,0.798472901346924,0.748290541161036,0.912122751283933
FASTKD2,2,206765388,206796189,53,13,8816,1.1801,0.11897,0.080975,0.20051,0.798472901346924,0.708666336987607,0.959136228409384
PAX4,7,127610292,127618192,13,4,8816,1.1801,0.11898,0.13465,0.11773,0.798472901346924,0.756338440366972,0.901288603584827
CD46,1,207752038,207795516,70,13,8816,1.18,0.119,0.12128,0.14237,0.798472901346924,0.74450754931461,0.922180286298568
SMCO1,3,196506879,196515366,10,6,8816,1.1793,0.11914,0.16784,0.09376,0.798472901346924,0.7905875423294,0.871037667172484
MBOAT7,19,54173412,54189882,28,16,8816,1.1793,0.11915,0.28253,0.060261,0.798472901346924,0.849278835459601,0.815320340206186
APBB1IP,10,26438203,26567879,360,52,8816,1.1791,0.11918,0.04029,0.52319,0.798472901346924,0.633912399018806,0.972817058058926
KLK2,19,50873433,50880567,24,14,8816,1.1789,0.11922,0.0851,0.20602,0.798472901346924,0.716703076923077,0.960575603754439
VIL1,2,218419115,218449525,30,8,8816,1.1788,0.11923,0.059631,0.26865,0.798472901346924,0.672811386706949,0.972817058058926
COTL1,16,84565596,84618096,219,51,8816,1.1786,0.11927,0.082793,0.23221,0.798472901346924,0.712547708001872,0.970444395179627
CCT6B,17,34927859,34980919,53,16,8816,1.1786,0.11929,0.072548,0.22962,0.798472901346924,0.689124294845361,0.968716957018747
CROCC,1,16895707,16972979,52,14,8816,1.1785,0.1193,0.19974,0.085324,0.798472901346924,0.809787864674868,0.862676984204793
RPL12,9,127447674,127451432,5,2,8816,1.178,0.11939,0.16976,0.087452,0.798472901346924,0.793060782918149,0.864339139247312
EIF2S1,14,67360317,67386516,57,13,8816,1.1779,0.11943,0.2774,0.068021,0.798472901346924,0.848363939393939,0.837227620621282
SPG7,16,89508381,89557768,140,18,8816,1.1779,0.11943,0.28171,0.064201,0.798472901346924,0.848992874958976,0.832571926863572
PRUNE2,9,76611376,76906220,790,102,8816,1.1777,0.11946,0.070826,0.26881,0.798472901346924,0.686148054794521,0.972817058058926
RCAN3,1,24502351,24537020,83,16,8816,1.1774,0.11951,0.063605,0.25034,0.798493106584212,0.676514929844098,0.972817058058926
ITFG3,16,234546,269943,72,20,8816,1.1772,0.11955,0.16074,0.10664,0.798493106584212,0.78368219330855,0.886770754631722
SPINK2,4,56809860,56822176,45,15,8816,1.1766,0.11968,0.097367,0.16947,0.79855671875,0.727951750609261,0.943548295936931
CITED4,1,40861056,40862346,4,3,8816,1.1766,0.11969,0.090621,0.16704,0.79855671875,0.719502907407407,0.942298249385749
AP5M1,14,57268888,57298742,26,9,8816,1.1765,0.11969,0.22541,0.081821,0.79855671875,0.825804392397773,0.859064774049217
MRPL42,12,93467490,93503772,92,12,8816,1.176,0.1198,0.1607,0.10683,0.799000290592081,0.78368219330855,0.886770754631722
FAM64A,17,6444205,6451065,27,11,8816,1.1753,0.11994,0.089843,0.18363,0.799396367924528,0.719502907407407,0.948634503645541
ZNF502,3,44712643,44723831,31,6,8816,1.1751,0.11998,0.33502,0.053596,0.799396367924528,0.87275918627729,0.799761642045455
ADAMTSL3,15,83654086,84039842,773,70,8816,1.175,0.11999,0.070344,0.24434,0.799396367924528,0.685919375464684,0.972817058058926
KRT82,12,52393951,52406392,38,10,8816,1.1745,0.12011,0.051866,0.32562,0.799521169442433,0.658128283344852,0.972817058058926
NEU2,2,233023056,233035532,35,11,8816,1.1741,0.12017,0.28623,0.058485,0.799521169442433,0.850674818711557,0.80887277486911
TMED6,16,69343246,69351809,15,9,8816,1.1741,0.12017,0.25325,0.064621,0.799521169442433,0.836416201438849,0.833220632724719
SDHA,5,218223,264816,215,12,8816,1.1739,0.12023,0.19996,0.090802,0.799521169442433,0.809787864674868,0.869096705972435
MGEA5,10,101784443,101818709,31,9,8816,1.1737,0.12025,0.17459,0.095529,0.799521169442433,0.795855161928307,0.873632580882353
NAA25,12,112026689,112109022,50,11,8816,1.1737,0.12027,0.062479,0.27551,0.799521169442433,0.676514929844098,0.972817058058926
RD3L,14,103940426,103942308,5,3,8816,1.173,0.12039,0.10945,0.14187,0.799806222865412,0.737871333821913,0.922180286298568
METAP1,4,98995637,99062809,121,17,8816,1.173,0.1204,0.15657,0.11163,0.799806222865412,0.779384383301708,0.898040191804708
ADCY8,8,130780300,131041598,716,80,8816,1.1726,0.12047,0.14647,0.12719,0.799981797468354,0.772131975308642,0.907672645064054
SEMA5A,5,9035026,9546121,1357,152,8816,1.1713,0.12074,0.057807,0.36437,0.801484866232827,0.672811386706949,0.972817058058926
PPAPDC3,9,131289682,131309262,60,12,8816,1.17,0.12099,0.056225,0.3425,0.802176397403534,0.672811386706949,0.972817058058926
KDM5A,12,280057,389455,187,19,8816,1.17,0.12101,0.48014,0.039131,0.802176397403534,0.915653350253807,0.724011395770393
FAM171A2,17,44353733,44363867,8,4,8816,1.1697,0.12106,0.18498,0.0855,0.802176397403534,0.801841687913126,0.862676984204793
IGFBPL1,9,38406528,38424447,67,19,8816,1.1695,0.1211,0.086109,0.19058,0.802176397403534,0.716703076923077,0.949863858798168
ZFC3H1,12,71609599,71663969,69,9,8816,1.1695,0.1211,0.094969,0.18048,0.802176397403534,0.726097553941909,0.948038933066362
SIMC1,5,176238367,176345989,181,21,8816,1.1693,0.12113,0.11494,0.16561,0.802176397403534,0.741091626794258,0.941043831168831
PLLP,16,57256097,57284672,76,15,8816,1.1693,0.12115,0.18315,0.093116,0.802176397403534,0.80119535,0.869584416243655
MMP7,11,102520508,102530747,24,8,8816,1.169,0.1212,0.061213,0.27804,0.802218168709445,0.674205352517986,0.972817058058926
LCE5A,1,152510844,152512177,3,2,8816,1.1684,0.12132,0.18237,0.083003,0.80272307027027,0.80119535,0.859064774049217
ATP2B4,1,203626787,203744081,213,39,8816,1.1674,0.12152,0.33206,0.056692,0.803640745140389,0.872114670290373,0.805043938128384
MURC,9,100576867,100588402,33,9,8816,1.1672,0.12157,0.13929,0.11709,0.803640745140389,0.763488746268657,0.901288603584827
CHURC1-FNTB,14,64914361,65062655,316,47,8816,1.1671,0.12159,0.050618,0.35257,0.803640745140389,0.651751120617111,0.972817058058926
C5orf15,5,133955507,133968715,15,6,8816,1.1667,0.12167,0.065144,0.25795,0.803880125944584,0.676514929844098,0.972817058058926
LRRC31,3,169839241,169869935,59,15,8816,1.1664,0.12172,0.1327,0.13013,0.803921194244604,0.755927486068111,0.907672645064054
NCEH1,3,172630645,172711218,200,45,8816,1.1662,0.12178,0.2334,0.077683,0.803995174129353,0.825804392397773,0.85607064354067
GATSL2,7,74964818,75031532,5,4,8816,1.1657,0.12187,0.11179,0.14259,0.803995174129353,0.73845441218638,0.922180286298568
BLOC1S4,4,6716115,6717660,3,2,8816,1.1654,0.12193,0.11918,0.12912,0.803995174129353,0.741575907401149,0.907672645064054
QRSL1,6,106629566,106668417,123,19,8816,1.1651,0.122,0.12903,0.13725,0.803995174129353,0.752212469057442,0.91511757168784
C17orf105,17,43778391,43784842,16,4,8816,1.1648,0.12205,0.14705,0.11113,0.803995174129353,0.772749012593017,0.898040191804708
RNF114,20,49936377,49953885,32,10,8816,1.1639,0.12224,0.4036,0.04618,0.803995174129353,0.897093907629065,0.768320614479638
JUNB,19,12791496,12793311,1,1,8816,1.1637,0.12226,0.1227,0.1227,0.803995174129353,0.745858683427059,0.907672645064054
ADGRG6,6,142301919,142446266,154,26,8816,1.1636,0.1223,0.091342,0.21952,0.803995174129353,0.720696830901288,0.967138977485929
PNKD,2,218270392,218346793,154,18,8816,1.1631,0.12239,0.04519,0.38445,0.803995174129353,0.641587417887433,0.972817058058926
ASB1,2,238426741,238452250,85,13,8816,1.1631,0.12239,0.081133,0.21804,0.803995174129353,0.708881,0.967138977485929
MALSU1,7,23299321,23309561,10,6,8816,1.1631,0.12239,0.20074,0.085636,0.803995174129353,0.809787864674868,0.862676984204793
ABCD3,1,94418086,94518663,93,18,8816,1.163,0.12242,0.055135,0.35782,0.803995174129353,0.671467127320955,0.972817058058926
TPTE2,13,19422877,19561574,281,27,8816,1.1629,0.12244,0.16744,0.10031,0.803995174129353,0.790319255837824,0.88241404805915
ERICH4,19,41443158,41444765,6,4,8816,1.1626,0.12249,0.13008,0.12703,0.803995174129353,0.75324657106839,0.907672645064054
TVP23C-CDRT4,17,15436015,15563631,271,36,8816,1.1625,0.12252,0.19034,0.094911,0.803995174129353,0.804445009203866,0.873476075112669
ZNF799,19,12390014,12413983,51,12,8816,1.1624,0.12253,0.059151,0.32086,0.803995174129353,0.672811386706949,0.972817058058926
LSR,19,35248656,35267964,46,13,8816,1.1624,0.12254,0.091952,0.18325,0.803995174129353,0.72086303880597,0.948496590653153
PMF1-BGLAP,1,156212988,156243332,57,13,8816,1.1621,0.12259,0.11756,0.16348,0.803995174129353,0.741091626794258,0.93983034115806
MAPT,17,45894382,46028334,598,24,8816,1.1612,0.12278,0.098385,0.22412,0.803995174129353,0.728106110229976,0.967138977485929
