GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,P_MULTI_FDR,P_SNPWISE_MEAN_FDR,P_SNPWISE_TOP1_FDR
DHCR24,1,54849627,54887248,103,21,9675,1.536,0.062271,0.071041,0.079519,0.71673734953271,0.690303602422327,0.86112001355333
SERPINE1,7,101127089,101139266,34,12,9675,1.5358,0.062289,0.06756,0.084414,0.71673734953271,0.685344454746137,0.874268759259259
LRRC19,9,26993136,27005693,21,9,9675,1.5355,0.062325,0.25014,0.019521,0.71673734953271,0.829302323651452,0.598229350498339
RASGRF1,15,78959947,79090873,303,70,9675,1.5352,0.062371,0.14344,0.047229,0.71673734953271,0.773448377745242,0.761339765789474
HNRNPL,19,38836378,38852339,22,9,9675,1.5349,0.062401,0.04569,0.10977,0.71673734953271,0.658267301016419,0.901379195912927
BNC1,15,83255884,83284716,27,9,9675,1.5349,0.062402,0.049061,0.10985,0.71673734953271,0.664405399272727,0.901379195912927
LOC105372412,19,43687591,43700078,45,13,9675,1.5349,0.062405,0.1826,0.026152,0.71673734953271,0.803501274416389,0.649411112751678
NPBWR1,8,52939908,52940894,1,1,9675,1.5348,0.062413,0.06279,0.06279,0.71673734953271,0.679192744855967,0.821798512455516
EVC2,4,5534397,5709548,515,72,9675,1.5346,0.062444,0.33952,0.018576,0.71673734953271,0.869515256338813,0.593906943589743
UBE3A,15,25337234,25439043,151,20,9675,1.5342,0.062486,0.33896,0.019086,0.71673734953271,0.869185202900572,0.5958472
CYP3A5,7,99648189,99680026,29,10,9675,1.5338,0.062537,0.32023,0.016564,0.71673734953271,0.862883681818182,0.582900776340111
KRT4,12,52806543,52814116,17,7,9675,1.5336,0.062567,0.030554,0.16111,0.71673734953271,0.643717073863636,0.933340421760391
SMDT1,22,42079691,42084284,3,2,9675,1.5335,0.062576,0.043888,0.097081,0.71673734953271,0.658267301016419,0.883041674418605
PARP10,8,143977152,143986467,16,6,9675,1.5333,0.062598,0.05964,0.098045,0.71673734953271,0.67515450951504,0.884317204910293
CAPN11,6,44158811,44184402,82,25,9675,1.5317,0.062804,0.045522,0.12478,0.718315418792782,0.658267301016419,0.920003226282761
PLA2G15,16,68245343,68261062,22,6,9675,1.5316,0.062814,0.035193,0.13615,0.718315418792782,0.658267301016419,0.921218170103093
CIT,12,119685790,119877318,369,44,9675,1.5312,0.062856,0.6065,0.0093909,0.718348701492537,0.954593548304214,0.492830648305085
WIF1,12,65050624,65121566,112,23,9675,1.5306,0.062929,0.10222,0.055964,0.71844075092707,0.729018513775708,0.803107895394223
MOAP1,14,93182196,93184904,6,5,9675,1.5296,0.06306,0.035252,0.13041,0.71844075092707,0.658267301016419,0.920003226282761
LAMA4,6,112107931,112254722,304,50,9675,1.5293,0.063095,0.026657,0.22701,0.71844075092707,0.62484144005102,0.957117894736842
LOC105370705,14,23056023,23058476,6,3,9675,1.5291,0.063119,0.059126,0.073863,0.71844075092707,0.674881057142857,0.85054173828857
SPINK7,5,148312427,148315919,7,3,9675,1.5289,0.063148,0.11632,0.043342,0.71844075092707,0.738300711340206,0.74828255940131
JUND,19,18279694,18281656,2,2,9675,1.5288,0.063156,0.088805,0.046582,0.71844075092707,0.716037805494985,0.759647317502199
GRIK3,1,36795527,37034548,374,64,9675,1.5286,0.063181,0.07527,0.098657,0.71844075092707,0.697195962701613,0.884317204910293
SNX2,5,122774996,122834539,143,15,9675,1.5283,0.063214,0.14167,0.040773,0.71844075092707,0.770957358657244,0.735314446516192
RUNX1T1,8,91954967,92103226,136,16,9675,1.5283,0.063218,0.095208,0.076046,0.71844075092707,0.721761372597137,0.853482147651007
BLK,8,11493991,11564599,263,42,9675,1.528,0.063255,0.061915,0.086305,0.71844075092707,0.676887988697204,0.874321887008734
LOC105378510,10,119426744,119429244,7,5,9675,1.5275,0.063316,0.068311,0.064981,0.71868939592341,0.686734817833698,0.828532524965326
ABCC8,11,17392885,17476845,242,42,9675,1.5268,0.063401,0.10408,0.060517,0.719209985802469,0.730960535714286,0.816005625454545
FAM107B,10,14518557,14774897,831,118,9675,1.526,0.063504,0.04575,0.14292,0.719486708128079,0.658267301016419,0.922943727810651
FAM3B,21,41304223,41357727,144,31,9675,1.5257,0.063543,0.062429,0.086777,0.719486708128079,0.678299086237448,0.874321887008734
ZFPM1,16,88451431,88535166,258,50,9675,1.5257,0.063545,0.052821,0.1119,0.719486708128079,0.668427104605263,0.904341842105263
TPRA1,3,127573064,127595059,21,11,9675,1.5254,0.063582,0.054044,0.10592,0.719486708128079,0.668427104605263,0.889621499085923
SVIP,11,22822052,22829836,6,4,9675,1.5238,0.06378,0.040234,0.1143,0.7204865,0.658267301016419,0.90891003894418
SPATA4,4,176184574,176195671,29,12,9675,1.5233,0.063837,0.12101,0.041442,0.7204865,0.742008932265599,0.738680537342386
LACC1,13,43879284,43893933,44,11,9675,1.5231,0.063869,0.39353,0.014777,0.7204865,0.895047712063218,0.56692469519833
TBC1D4,13,75284664,75482646,452,72,9675,1.5227,0.063922,0.13355,0.046386,0.7204865,0.759832462156318,0.759647317502199
CFI,4,109731221,109802225,142,25,9675,1.5226,0.063925,0.20655,0.034004,0.7204865,0.81619799827994,0.696666538461538
CCDC105,19,15010727,15023271,72,20,9675,1.5226,0.063925,0.080155,0.061517,0.7204865,0.704367753424658,0.816833749277457
OOSP2,11,60040275,60048044,12,6,9675,1.5225,0.063948,0.072521,0.074383,0.7204865,0.694601443415638,0.850670986932172
FOXL2,3,138944224,138947140,4,3,9675,1.5222,0.063984,0.026525,0.17412,0.7204865,0.624135627400768,0.946109624500666
MTRNR2L5,10,55598990,55600728,5,3,9675,1.5209,0.064147,0.03273,0.14385,0.721457416513761,0.650863672432432,0.922943727810651
CBX6,22,38861216,38872334,20,11,9675,1.5208,0.064159,0.54114,0.0098886,0.721457416513761,0.937611586538462,0.504461306336088
MAPK8IP3,16,1706183,1770317,99,21,9675,1.5205,0.064188,0.04753,0.12262,0.721457416513761,0.662360945965951,0.918999893964111
CCL4,17,36103827,36105621,9,4,9675,1.5198,0.064276,0.045607,0.10654,0.721762845543345,0.658267301016419,0.891008594176524
PARVA,11,12376441,12535356,421,77,9675,1.5195,0.064324,0.052859,0.12162,0.721762845543345,0.668427104605263,0.916967110655738
RAPGEF6,5,131423921,131635236,195,22,9675,1.5194,0.064333,0.27005,0.030174,0.721762845543345,0.839403716410343,0.672073142857143
DLD,7,107891107,107921198,45,10,9675,1.5188,0.064413,0.042222,0.14205,0.722003195731707,0.658267301016419,0.922943727810651
OR4C6,11,55658587,55666189,3,3,9675,1.5186,0.064433,0.10573,0.042465,0.722003195731707,0.733422547914318,0.745829142175573
DIP2A,21,46458942,46584263,406,41,9675,1.518,0.064501,0.030093,0.18609,0.722324726995734,0.643717073863636,0.946109624500666
LOC105378146,6,168919702,168964340,232,33,9675,1.5177,0.064547,0.1874,0.034338,0.722399646163216,0.805018150828858,0.696792924160347
COPS3,17,17246624,17281303,79,12,9675,1.5167,0.064667,0.16051,0.034808,0.722486284325638,0.786445502264855,0.696792924160347
BCL11A,2,60451167,60553498,124,30,9675,1.5167,0.064672,0.29347,0.018835,0.722486284325638,0.85004841077335,0.593906943589743
C8orf46,8,66493256,66518524,33,15,9675,1.5164,0.064709,0.022139,0.25561,0.722486284325638,0.609054495508982,0.962078953607194
LHFPL2,5,78485215,78648895,279,35,9675,1.5164,0.064712,0.019608,0.32438,0.722486284325638,0.587315750814332,0.975764756228999
STX7,6,132457524,132513198,130,25,9675,1.5159,0.064771,0.031457,0.19258,0.722705930176078,0.645184474330357,0.946109624500666
PAK1IP1,6,10690865,10709782,6,5,9675,1.5148,0.064907,0.034668,0.13542,0.72324000907441,0.658267301016419,0.920003226282761
ENHO,9,34521042,34523039,2,2,9675,1.5145,0.064947,0.082249,0.052843,0.72324000907441,0.707180216884328,0.790794634364821
CCL8,17,34319047,34321402,6,3,9675,1.5143,0.064971,0.050922,0.087707,0.72324000907441,0.668423995714286,0.877404212847033
MIPEP,13,23730188,23889448,377,36,9675,1.5142,0.064989,0.054093,0.098186,0.72324000907441,0.668427104605263,0.884317204910293
MCM4,8,47960203,47978160,7,4,9675,1.5138,0.065034,0.046546,0.10112,0.72324000907441,0.661727378170638,0.884317204910293
TICAM2,5,115578496,115602479,34,11,9675,1.5137,0.065055,0.30262,0.018158,0.72324000907441,0.854182418986764,0.59344979928952
PPIA,7,44796636,44803123,17,7,9675,1.5127,0.065182,0.037236,0.15047,0.724213793228537,0.658267301016419,0.931980852713178
BCL2L15,1,113876814,113887547,20,7,9675,1.5115,0.065332,0.061154,0.086246,0.725441790936556,0.675802902453621,0.874321887008734
SMG7,1,183472371,183554193,72,16,9675,1.5108,0.065421,0.041247,0.14554,0.725991375,0.658267301016419,0.924247529371113
AFG3L2,18,12328944,12377309,73,15,9675,1.5104,0.065473,0.075059,0.081519,0.726129946288473,0.696527242179616,0.866439943898207
PCDH8,13,52843974,52848640,7,2,9675,1.5081,0.065762,0.053658,0.083429,0.727868352764423,0.668427104605263,0.873603836467236
HMCN1,1,185734381,186190953,468,54,9675,1.5073,0.065871,0.064206,0.097287,0.727868352764423,0.679656306029579,0.88375837815126
B4GALNT4,11,369779,382117,36,10,9675,1.5073,0.065873,0.045525,0.11641,0.727868352764423,0.658267301016419,0.9103262
MFSD11,17,76736565,76804356,52,18,9675,1.5072,0.065879,0.057577,0.098384,0.727868352764423,0.673160995625,0.884317204910293
COL22A1,8,138588235,138914094,954,126,9675,1.5071,0.06589,0.61074,0.011066,0.727868352764423,0.956358554391345,0.527900103015075
SLC24A1,15,65611405,65661242,73,11,9675,1.5071,0.065896,0.040687,0.17548,0.727868352764423,0.658267301016419,0.946109624500666
SYNE1,6,152121684,152637399,1398,159,9675,1.507,0.065907,0.039186,0.21258,0.727868352764423,0.658267301016419,0.954635181667063
OR11A1,6,29425504,29427732,4,3,9675,1.5064,0.065981,0.039069,0.12253,0.728241020408163,0.658267301016419,0.918700044879641
HOMER1,5,79373824,79513836,261,36,9675,1.5061,0.06602,0.019623,0.39067,0.728241020408163,0.587315750814332,0.975764756228999
SLC9B2,4,103020230,103077371,40,14,9675,1.5056,0.066084,0.096979,0.06296,0.728509698860228,0.722647404539927,0.822005298295455
ZSCAN1,19,58033989,58058907,40,12,9675,1.5045,0.066229,0.044073,0.13055,0.729643929341317,0.658267301016419,0.920003226282761
C1orf21,1,184387016,184629021,411,45,9675,1.504,0.066289,0.0377,0.16176,0.729643929341317,0.658267301016419,0.933340421760391
HPSE2,10,98457077,99235875,1538,79,9675,1.5039,0.066306,0.031762,0.24683,0.729643929341317,0.646409458745875,0.962078953607194
TRIM60,4,165025762,165041818,21,8,9675,1.5029,0.066433,0.032761,0.17985,0.730603974266906,0.650863672432432,0.946109624500666
MAFB,20,40685848,40689240,2,2,9675,1.5021,0.066541,0.065892,0.069084,0.730926819916518,0.683240556990455,0.839685671070013
TMEM184C,4,147617371,147635523,15,5,9675,1.502,0.06655,0.4364,0.01273,0.730926819916518,0.911249468242245,0.545170120649652
C10orf2,10,100987378,100994403,10,3,9675,1.5017,0.066592,0.045094,0.11792,0.730926819916518,0.658267301016419,0.912057996640067
CHSY1,15,101175723,101251932,218,26,9675,1.5011,0.066661,0.070225,0.085359,0.730926819916518,0.689269673415024,0.874321887008734
ZNF579,19,55577523,55580899,9,4,9675,1.5011,0.066666,0.096874,0.053947,0.730926819916518,0.722647404539927,0.793317588095238
ANGPTL4,19,8364127,8374375,17,8,9675,1.5008,0.066701,0.074075,0.076386,0.730926819916518,0.695143391061453,0.854369298245614
MUC15,11,26559032,26572268,31,15,9675,1.5004,0.066749,0.13631,0.045209,0.730989007067138,0.764292154729525,0.755321333333333
GJA9,1,38874067,38881626,22,8,9675,1.4996,0.066855,0.030725,0.20931,0.730989007067138,0.643717073863636,0.952337179995048
RBM38,20,57391398,57409333,33,13,9675,1.4992,0.066913,0.07203,0.085211,0.730989007067138,0.693895486373166,0.874321887008734
PITPNA,17,1517989,1562816,123,22,9675,1.499,0.066935,0.029356,0.22341,0.730989007067138,0.6426718113879,0.956916947344004
MYOG,1,203083129,203086038,8,6,9675,1.4989,0.066955,0.036296,0.14578,0.730989007067138,0.658267301016419,0.925388276338515
LOC105374874,6,597631,602734,24,6,9675,1.4983,0.067024,0.15555,0.046846,0.730989007067138,0.780595944838886,0.759647317502199
ATP13A2,1,16985958,17011972,39,12,9675,1.4983,0.067032,0.3161,0.020535,0.730989007067138,0.861353751482799,0.610633810679612
EMC7,15,34084022,34101852,33,8,9675,1.4974,0.06715,0.041009,0.12814,0.730989007067138,0.658267301016419,0.920003226282761
SCRN2,17,47837681,47841333,9,7,9675,1.497,0.06719,0.054861,0.10076,0.730989007067138,0.668427104605263,0.884317204910293
HACD3,15,65530489,65578355,74,11,9675,1.497,0.067201,0.035228,0.18808,0.730989007067138,0.658267301016419,0.946109624500666
ZNF350,19,51964340,51986856,60,14,9675,1.497,0.067202,0.094076,0.065308,0.730989007067138,0.721550355592654,0.828568446489434
NFX1,9,33290420,33371157,79,19,9675,1.4969,0.067204,0.054883,0.12454,0.730989007067138,0.668427104605263,0.920003226282761
ZBTB43,9,126804072,126838210,19,11,9675,1.4966,0.06725,0.044796,0.15135,0.730989007067138,0.658267301016419,0.933340421760391
H2AFV,7,44826889,44848126,46,12,9675,1.4963,0.067284,0.036079,0.16043,0.730989007067138,0.658267301016419,0.933340421760391
CC2D2B,10,95974029,96035750,142,29,9675,1.4958,0.067357,0.17186,0.039183,0.730989007067138,0.795403202598051,0.729316471943888
MME,3,155024124,155183729,274,53,9675,1.4955,0.067392,0.40335,0.019528,0.730989007067138,0.899781834562825,0.598229350498339
FAM111B,11,59107185,59127415,20,8,9675,1.4952,0.067433,0.034817,0.18657,0.730989007067138,0.658267301016419,0.946109624500666
MRPS14,1,175012958,175023455,16,7,9675,1.4951,0.06745,0.049286,0.10926,0.730989007067138,0.664405399272727,0.900720224215247
MEIKIN,5,131806990,131945698,163,20,9675,1.4946,0.067515,0.21093,0.037424,0.730989007067138,0.81916764160876,0.721658812172088
MAX,14,65006101,65102695,185,29,9675,1.4945,0.067524,0.043067,0.15928,0.730989007067138,0.658267301016419,0.933340421760391
BMP1,8,22165140,22212326,128,37,9675,1.4943,0.067542,0.24177,0.028002,0.730989007067138,0.829004677855983,0.659020289171975
RASAL1,12,113098819,113136239,108,17,9675,1.4938,0.067617,0.022756,0.27741,0.73104787,0.612279666178624,0.966526179245283
FCHSD2,11,72836743,73142454,213,29,9675,1.4937,0.067627,0.085542,0.07942,0.73104787,0.71037716606983,0.86112001355333
HYI,1,43450607,43455882,10,6,9675,1.493,0.067714,0.043009,0.12657,0.731558011757789,0.658267301016419,0.920003226282761
GRK5,10,119207685,119455619,654,90,9675,1.4916,0.067903,0.11801,0.057962,0.733168878378378,0.73944953125,0.812017067022087
SH3BP2,4,2793023,2841096,141,31,9675,1.4907,0.068014,0.067078,0.095179,0.733839768192488,0.683846226467331,0.88228097232008
CCDC169-SOHLH2,13,36168208,36297855,449,28,9675,1.4905,0.068045,0.33473,0.024101,0.733839768192488,0.868153052793726,0.63544343902439
TRAF1,9,120902393,120929173,69,13,9675,1.4892,0.068218,0.069293,0.097973,0.734671144028103,0.687074169628433,0.884317204910293
LRP11,6,149795188,149864348,106,15,9675,1.489,0.068247,0.17235,0.041949,0.734671144028103,0.795403202598051,0.742922977842004
SAMM50,22,43955381,43996532,127,19,9675,1.4888,0.068268,0.057318,0.10476,0.734671144028103,0.673160995625,0.88758622406639
HNF1A,12,120977787,121002512,79,18,9675,1.4887,0.068282,0.15149,0.041108,0.734671144028103,0.778757639768659,0.737016308292683
MED25,19,49818279,49840384,30,12,9675,1.4881,0.068366,0.14282,0.050582,0.734833256859311,0.771715124963246,0.778513747068677
INTS9,8,28767658,28890389,153,22,9675,1.4878,0.068403,0.080209,0.07903,0.734833256859311,0.704367753424658,0.86112001355333
NBR1,17,43170471,43211689,64,6,9675,1.4875,0.068438,0.03892,0.18852,0.734833256859311,0.658267301016419,0.946109624500666
LOC643802,16,53369362,53371129,4,3,9675,1.4871,0.068495,0.07599,0.067804,0.734833256859311,0.69741849382716,0.834222315930388
EDDM3A,14,20745940,20748380,12,5,9675,1.4871,0.068497,0.031879,0.18968,0.734833256859311,0.646409458745875,0.946109624500666
CRIPT,2,46617172,46630176,24,7,9675,1.4864,0.06859,0.057394,0.097745,0.735401651108518,0.673160995625,0.884317204910293
SWI5,9,128275384,128288989,15,5,9675,1.4859,0.068657,0.063153,0.09581,0.735690780758017,0.679656306029579,0.882556576441103
BHLHE41,12,26120026,26125070,5,3,9675,1.4841,0.068895,0.053924,0.097953,0.737632064497385,0.668427104605263,0.884317204910293
CELA1,12,51328443,51346679,36,9,9675,1.4838,0.068931,0.051578,0.10143,0.737632064497385,0.668427104605263,0.884317204910293
IL20RB,3,136957865,137011085,68,9,9675,1.4829,0.069049,0.19269,0.042679,0.737632064497385,0.806804313055366,0.746137643536122
RRP12,10,97356701,97401370,154,14,9675,1.4829,0.06905,0.38206,0.021788,0.737632064497385,0.891625677353947,0.61599704
GPR52,1,174448074,174449545,2,2,9675,1.4828,0.069068,0.083507,0.059281,0.737632064497385,0.709431403943145,0.815251886075949
ANKRD49,11,94493987,94499578,10,7,9675,1.4827,0.069079,0.23509,0.024967,0.737632064497385,0.829004677855983,0.641013372905028
LRRC1,6,53794497,53924610,298,29,9675,1.4821,0.069153,0.12375,0.053948,0.737725093441671,0.747363446920052,0.793317588095238
HNRNPDL,4,82422564,82430225,27,9,9675,1.482,0.069168,0.11271,0.057336,0.737725093441671,0.735732592329546,0.809265493087558
CFD,19,859665,863624,3,3,9675,1.4811,0.069284,0.083071,0.061506,0.738533682134571,0.708891709048724,0.816833749277457
PM20D2,6,89096753,89165569,144,16,9675,1.4801,0.069424,0.24376,0.026743,0.739045729250143,0.829004677855983,0.649448952879581
VASN,16,4371848,4383528,18,8,9675,1.4798,0.069458,0.46278,0.01302,0.739045729250143,0.917804058204467,0.547525263157895
TRMT44,4,8440778,8516547,290,35,9675,1.4797,0.069483,0.024458,0.29501,0.739045729250143,0.616545873315364,0.973783751341681
CYB5A,18,74253292,74292016,138,22,9675,1.4784,0.069652,0.024983,0.25509,0.739045729250143,0.617086815860215,0.962078953607194
CSTA,3,122325164,122341969,43,10,9675,1.4781,0.069692,0.28838,0.020813,0.739045729250143,0.847531898996336,0.611599456140351
SLC38A8,16,84009667,84043097,235,52,9675,1.4778,0.06973,0.047374,0.15366,0.739045729250143,0.662360945965951,0.933340421760391
TSPAN18,11,44727130,44932427,561,87,9675,1.4777,0.069742,0.038907,0.17262,0.739045729250143,0.658267301016419,0.942988585438336
KCNJ3,2,154698581,154858352,396,66,9675,1.4773,0.069794,0.096028,0.071283,0.739045729250143,0.721761372597137,0.843462
MSL2,3,136148918,136197393,33,11,9675,1.4772,0.069805,0.093009,0.069626,0.739045729250143,0.718575373584906,0.840204602220771
FNBP1,9,129887187,130043194,386,54,9675,1.4763,0.069937,0.1007,0.065821,0.739045729250143,0.726602728694292,0.828568446489434
SLCO1B1,12,21131194,21239796,348,41,9675,1.4754,0.070049,0.032679,0.21369,0.739045729250143,0.650863672432432,0.954635181667063
SLC22A18,11,2899721,2925246,73,24,9675,1.4751,0.070089,0.064413,0.10323,0.739045729250143,0.679656306029579,0.887147979704797
KRBA2,17,8368637,8376711,14,6,9675,1.475,0.070104,0.077268,0.076507,0.739045729250143,0.698102869839728,0.854369298245614
RAB4B,19,40778219,40796944,52,15,9675,1.4747,0.070144,0.025799,0.24581,0.739045729250143,0.621885248391248,0.962078953607194
SFTPA1,10,79610939,79615443,22,10,9675,1.4747,0.070148,0.10089,0.061454,0.739045729250143,0.726602728694292,0.816833749277457
TRERF1,6,42224933,42452205,421,64,9675,1.4746,0.070155,0.064316,0.12061,0.739045729250143,0.679656306029579,0.914683738664468
LOC105371641,1,182064295,182244444,383,59,9675,1.4746,0.070161,0.18203,0.039413,0.739045729250143,0.803501274416389,0.729316471943888
CLYBL,13,99606664,99909459,767,116,9675,1.4745,0.070171,0.035658,0.22574,0.739045729250143,0.658267301016419,0.956923895027624
TRIOBP,22,37696988,37776556,165,24,9675,1.4743,0.070198,0.057284,0.14283,0.739045729250143,0.673160995625,0.922943727810651
PPM1F,22,21919419,21952878,72,14,9675,1.4742,0.070219,0.099039,0.069308,0.739045729250143,0.725693661483254,0.840204602220771
PMS2,7,5970925,6009106,98,21,9675,1.4741,0.070227,0.29816,0.022693,0.739045729250143,0.854085619180633,0.620953425
VTN,17,28367277,28370352,7,3,9675,1.4739,0.070251,0.056218,0.10173,0.739045729250143,0.671766887880752,0.884317204910293
PTPN14,1,214336942,214551681,639,83,9675,1.4739,0.070257,0.15223,0.04957,0.739045729250143,0.778757639768659,0.771074107172996
TMEM17,2,62447595,62506469,160,44,9675,1.4736,0.0703,0.1358,0.053572,0.739075,0.764114084507042,0.793317588095238
KCNJ8,12,21764955,21775502,1,1,9675,1.4718,0.070539,0.07092,0.07092,0.740076704209329,0.690303602422327,0.843462
MAP3K6,1,27355179,27368014,21,11,9675,1.4717,0.07055,0.042546,0.15314,0.740076704209329,0.658267301016419,0.933340421760391
HACL1,3,15560704,15601852,57,20,9675,1.4714,0.070588,0.056598,0.11943,0.740076704209329,0.673020741168915,0.914683738664468
SPIB,19,50418938,50431053,31,12,9675,1.4714,0.070591,0.11299,0.061308,0.740076704209329,0.735796325301205,0.816833749277457
CCDC108,2,219002846,219041551,39,12,9675,1.471,0.070645,0.09845,0.064511,0.740076704209329,0.725427285485164,0.828532524965326
SYNDIG1L,14,74405893,74437631,62,15,9675,1.4709,0.070652,0.12479,0.050317,0.740076704209329,0.748694813968668,0.776385817800168
LOC105371810,17,48623142,48625737,2,2,9675,1.4704,0.070733,0.086856,0.059391,0.740076704209329,0.710739817860301,0.815251886075949
ATAD2,8,123319850,123396465,37,15,9675,1.4702,0.07075,0.04928,0.14873,0.740076704209329,0.664405399272727,0.929979996597482
C15orf26,15,81099408,81149175,112,17,9675,1.4701,0.070772,0.02944,0.23454,0.740076704209329,0.6426718113879,0.962078953607194
FDX1L,19,10310211,10316015,21,9,9675,1.4699,0.070798,0.053478,0.11247,0.740076704209329,0.668427104605263,0.904874484265734
ZNF641,12,48335491,48351414,45,10,9675,1.4692,0.07089,0.043065,0.15198,0.740300738636364,0.658267301016419,0.933340421760391
DQX1,2,74518131,74526281,2,2,9675,1.4691,0.0709,0.053942,0.09499,0.740300738636364,0.668427104605263,0.88228097232008
LOC105370295,13,24538602,24541913,3,2,9675,1.4688,0.070949,0.057022,0.095982,0.740391693923907,0.673020741168915,0.882725912071535
FRMPD1,9,37602978,37746904,390,60,9675,1.4682,0.071028,0.03799,0.17853,0.740601434240363,0.658267301016419,0.946109624500666
UGGT1,2,128091180,128195677,192,16,9675,1.4678,0.071082,0.048261,0.1625,0.740601434240363,0.662360945965951,0.933340421760391
USP20,9,129835417,129881838,300,22,9675,1.4677,0.07109,0.06398,0.11253,0.740601434240363,0.679656306029579,0.904874484265734
CACNG7,19,53909425,53943715,50,19,9675,1.4673,0.071148,0.23053,0.029636,0.740688835220838,0.829004677855983,0.666132551344743
BMP3,4,81030622,81057531,45,14,9675,1.4671,0.071179,0.060911,0.11695,0.740688835220838,0.675802902453621,0.912057996640067
PHF19,9,120855651,120894896,74,17,9675,1.4657,0.071369,0.038017,0.18813,0.74163729481398,0.658267301016419,0.946109624500666
LOC105375112,7,31567,37465,3,3,9675,1.4652,0.071437,0.071432,0.075389,0.74163729481398,0.690897823157895,0.852017357713583
HAT1,2,171922425,171983686,75,15,9675,1.4649,0.071476,0.036147,0.18536,0.74163729481398,0.658267301016419,0.946109624500666
TIGIT,3,114293986,114310288,30,10,9675,1.4648,0.071487,0.031087,0.20488,0.74163729481398,0.644083876265467,0.950223118576084
PSMB8,6,32840717,32844935,15,7,9675,1.4644,0.071538,0.04203,0.15098,0.74163729481398,0.658267301016419,0.932368854551562
MGAT1,5,180790541,180815652,120,14,9675,1.4641,0.071581,0.050682,0.144,0.74163729481398,0.667587966332378,0.922943727810651
DNPH1,6,43225629,43229473,8,4,9675,1.4641,0.071586,0.057958,0.099422,0.74163729481398,0.673160995625,0.884317204910293
WDR63,1,85062298,85133138,200,34,9675,1.464,0.071593,0.042792,0.16956,0.74163729481398,0.658267301016419,0.939121193490054
SLC51A,3,196216512,196233430,45,13,9675,1.4632,0.071708,0.044411,0.15557,0.742410093521127,0.658267301016419,0.933340421760391
MMP16,8,88003095,88327488,592,81,9675,1.4617,0.071911,0.022093,0.36526,0.743687588785047,0.609054495508982,0.975764756228999
GIPC1,19,14477759,14496149,64,18,9675,1.4614,0.071955,0.020636,0.31414,0.743687588785047,0.59720908976378,0.975764756228999
SPTAN1,9,128552558,128633665,68,11,9675,1.4609,0.07202,0.028791,0.28985,0.743687588785047,0.63900025,0.971136025104603
ITIH3,3,52794768,52809009,26,11,9675,1.4609,0.072022,0.028641,0.23506,0.743687588785047,0.637410472154964,0.962078953607194
TXNL4A,18,79972221,79988592,25,8,9675,1.4596,0.072194,0.045953,0.15364,0.743687588785047,0.659431821428571,0.933340421760391
NUDT1,7,2242222,2251145,40,16,9675,1.4589,0.07229,0.040115,0.16594,0.743687588785047,0.658267301016419,0.933340421760391
NUDT16,3,131381671,131388830,6,5,9675,1.4587,0.072327,0.026707,0.21661,0.743687588785047,0.625215973248408,0.954635181667063
IRF8,16,85899168,85922606,68,21,9675,1.4572,0.072526,0.034056,0.19117,0.743687588785047,0.658267301016419,0.946109624500666
VCP,9,35056068,35072742,23,7,9675,1.4569,0.072569,0.078798,0.086918,0.743687588785047,0.700566447024674,0.874321887008734
GPNMB,7,23246686,23275110,43,9,9675,1.4567,0.0726,0.062121,0.10419,0.743687588785047,0.677158660735468,0.887147979704797
VGLL2,6,117265558,117273565,14,6,9675,1.4564,0.072643,0.11703,0.059794,0.743687588785047,0.738550930631868,0.816005625454545
PLXNC1,12,94148723,94307675,477,85,9675,1.4562,0.072666,0.033244,0.22096,0.743687588785047,0.654095276231263,0.95594119266055
PSMB9,6,32854161,32859851,26,9,9675,1.4559,0.072714,0.036592,0.19114,0.743687588785047,0.658267301016419,0.946109624500666
KIAA1033,12,105107714,105169135,127,16,9675,1.455,0.072829,0.042405,0.15384,0.743687588785047,0.658267301016419,0.933340421760391
SP4,7,21428071,21514822,231,35,9675,1.4547,0.072871,0.054837,0.12634,0.743687588785047,0.668427104605263,0.920003226282761
TTC9C,11,62728078,62738638,12,4,9675,1.4546,0.072887,0.103,0.063747,0.743687588785047,0.729793176064442,0.82708155602537
SLC11A1,2,218381766,218396894,21,9,9675,1.4545,0.072906,0.32252,0.020735,0.743687588785047,0.863282339901478,0.611599456140351
TRIM15,6,30163206,30172696,45,13,9675,1.4541,0.072965,0.17319,0.046289,0.743687588785047,0.795403202598051,0.759647317502199
ZPBP,7,49850322,50093264,502,33,9675,1.4535,0.073042,0.077875,0.10733,0.743687588785047,0.698102869839728,0.893703402809243
TAS2R13,12,10907926,10909562,2,1,9675,1.4534,0.073054,0.074446,0.07248,0.743687588785047,0.695143391061453,0.846778980928163
FGD4,12,32399541,32646050,786,77,9675,1.4534,0.073054,0.080492,0.10135,0.743687588785047,0.704367753424658,0.884317204910293
DDI1,11,104036580,104039194,5,3,9675,1.4532,0.073082,0.074481,0.077872,0.743687588785047,0.695143391061453,0.8588852654284
MEF2C,5,88718241,88904105,237,36,9675,1.4529,0.073132,0.065285,0.1282,0.743687588785047,0.681284750141965,0.920003226282761
CDKN1B,12,12717270,12722383,8,6,9675,1.4527,0.073151,0.17163,0.03488,0.743687588785047,0.795403202598051,0.696792924160347
