VARIABLE,TYPE,NGENES,BETA,BETA_STD,SE,P,FULL_NAME,P_FDR
GO_IRON_ION_BINDING,SET,139,0.098848,0.0085679,0.075204,0.094366,GO_IRON_ION_BINDING,0.883467365296804
REACTOME_IRE1ALPHA_ACTIVATES...,SET,47,0.15025,0.0075922,0.1144,0.094525,REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,0.883467365296804
GO_POSITIVE_REGULATION_OF_CY...9,SET,51,0.15815,0.0083234,0.12041,0.094534,GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.883467365296804
GO_DIPHOSPHOTRANSFERASE_ACTI...,SET,4,0.50577,0.0074643,0.38512,0.09455,GO_DIPHOSPHOTRANSFERASE_ACTIVITY,0.883467365296804
GO_POSITIVE_REGULATION_OF_VA...9,SET,6,0.4969,0.0089811,0.37846,0.094606,GO_POSITIVE_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.883467365296804
GO_DENDRITIC_CELL_DIFFERENTI...,SET,38,0.19511,0.0088667,0.14867,0.094708,GO_DENDRITIC_CELL_DIFFERENTIATION,0.883467365296804
REACTOME_PP2A_MEDIATED_DEPHO...,SET,6,0.45708,0.0082613,0.34845,0.094812,REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS,0.883467365296804
GO_IMMUNE_RESPONSE_REGULATIN...2,SET,503,0.049448,0.0080715,0.037709,0.094885,GO_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY,0.883467365296804
GO_CYTOPLASMIC_SIDE_OF_ENDOP...,SET,13,0.26186,0.0069652,0.1997,0.094894,GO_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE,0.883467365296804
GO_POSITIVE_REGULATION_OF_TR...27,SET,6,0.50465,0.009121,0.38509,0.095029,GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS,0.883467365296804
GO_MITOCHONDRIAL_TRICARBOXYL...,SET,6,0.43323,0.0078302,0.33059,0.09503,GO_MITOCHONDRIAL_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX,0.883467365296804
GO_ERROR_PRONE_TRANSLESION_S...,SET,19,0.21838,0.0070214,0.16669,0.095082,GO_ERROR_PRONE_TRANSLESION_SYNTHESIS,0.883467365296804
GO_REGULATION_OF_CHOLESTEROL...1,SET,41,0.15767,0.0074421,0.12037,0.09513,GO_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS,0.883467365296804
REACTOME_HYALURONAN_METABOLI...,SET,17,0.25814,0.0078511,0.19708,0.095136,REACTOME_HYALURONAN_METABOLISM,0.883467365296804
GO_NEURON_APOPTOTIC_PROCESS,SET,220,0.075083,0.0081693,0.057338,0.095196,GO_NEURON_APOPTOTIC_PROCESS,0.883467365296804
GO_RRNA_PSEUDOURIDINE_SYNTHE...,SET,5,0.44119,0.0072795,0.33699,0.095238,GO_RRNA_PSEUDOURIDINE_SYNTHESIS,0.883467365296804
REACTOME_NEUTROPHIL_DEGRANUL...,SET,443,0.053423,0.0081974,0.04081,0.095263,REACTOME_NEUTROPHIL_DEGRANULATION,0.883467365296804
GO_E_BOX_BINDING,SET,46,0.18118,0.0090573,0.13843,0.095309,GO_E_BOX_BINDING,0.883467365296804
GO_REGULATION_OF_ODONTOGENES...2,SET,14,0.33707,0.009304,0.25757,0.095331,GO_REGULATION_OF_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH,0.883467365296804
GO_NEGATIVE_REGULATION_OF_CH...10,SET,15,0.27709,0.0079166,0.21176,0.095357,GO_NEGATIVE_REGULATION_OF_CHROMATIN_SILENCING,0.883467365296804
GO_CHAPERONIN_CONTAINING_T_C...,SET,10,0.28694,0.0066947,0.21966,0.095737,GO_CHAPERONIN_CONTAINING_T_COMPLEX,0.88493797012696
GO_NEURON_PROJECTION_REGENER...,SET,54,0.15852,0.0085841,0.12138,0.095792,GO_NEURON_PROJECTION_REGENERATION,0.88493797012696
REACTOME_CELL_CYCLE_MITOTIC,SET,484,0.048742,0.0078087,0.037325,0.095804,REACTOME_CELL_CYCLE_MITOTIC,0.88493797012696
GO_CYTOSKELETON_DEPENDENT_IN...,SET,164,0.084515,0.0079517,0.064752,0.095919,GO_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT,0.88493797012696
GO_DNA_DEPENDENT_DNA_REPLICA...2,SET,36,0.17786,0.007868,0.13631,0.095986,GO_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY,0.88493797012696
GO_VOLTAGE_GATED_CALCIUM_CHA...4,SET,6,0.50197,0.0090727,0.38523,0.09629,GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY_INVOLVED_IN_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_LEVELS,0.88493797012696
GO_POSITIVE_REGULATION_OF_HI...1,SET,4,0.62339,0.0092001,0.47842,0.096292,GO_POSITIVE_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,0.88493797012696
GO_NEGATIVE_REGULATION_OF_AC...5,SET,8,0.44045,0.0091919,0.33811,0.09635,GO_NEGATIVE_REGULATION_OF_ACTION_POTENTIAL,0.88493797012696
GO_CARDIAC_CONDUCTION_SYSTEM...,SET,12,0.35104,0.0089714,0.26948,0.096351,GO_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT,0.88493797012696
GO_SYNAPTIC_GROWTH_AT_NEUROM...,SET,9,0.37942,0.0083982,0.29143,0.096475,GO_SYNAPTIC_GROWTH_AT_NEUROMUSCULAR_JUNCTION,0.88493797012696
REACTOME_REGULATION_OF_IFNG_...,SET,13,0.3098,0.0082406,0.23803,0.096548,REACTOME_REGULATION_OF_IFNG_SIGNALING,0.88493797012696
GO_CILIUM_ORGANIZATION,SET,339,0.056956,0.0076674,0.043763,0.096555,GO_CILIUM_ORGANIZATION,0.88493797012696
GO_THYROID_HORMONE_RECEPTOR_...,SET,27,0.20513,0.0078602,0.15766,0.096625,GO_THYROID_HORMONE_RECEPTOR_BINDING,0.88493797012696
GO_CARBON_SULFUR_LYASE_ACTIV...,SET,8,0.40717,0.0084973,0.3132,0.096803,GO_CARBON_SULFUR_LYASE_ACTIVITY,0.88493797012696
GO_KINETOCHORE,SET,121,0.095655,0.0077396,0.073601,0.09687,GO_KINETOCHORE,0.88493797012696
REACTOME_ACTIVATION_OF_NF_KA...,SET,63,0.12577,0.0073543,0.096781,0.096894,REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,0.88493797012696
GO_NUCLEAR_ENVELOPE_LUMEN,SET,8,0.40965,0.0085489,0.31528,0.096928,GO_NUCLEAR_ENVELOPE_LUMEN,0.88493797012696
GO_HEPARAN_SULFATE_N_ACETYLG...,SET,6,0.43461,0.0078551,0.3345,0.096931,GO_HEPARAN_SULFATE_N_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY,0.88493797012696
BIOCARTA_AMAN_PATHWAY,SET,15,0.30582,0.0087374,0.23554,0.097087,BIOCARTA_AMAN_PATHWAY,0.88493797012696
GO_PHOSPHATIDYLGLYCEROL_BIND...,SET,13,0.31979,0.0085062,0.24632,0.097107,GO_PHOSPHATIDYLGLYCEROL_BINDING,0.88493797012696
KEGG_DRUG_METABOLISM_OTHER_E...,SET,48,0.18956,0.0096793,0.14602,0.097125,KEGG_DRUG_METABOLISM_OTHER_ENZYMES,0.88493797012696
GO_GAMMA_TUBULIN_LARGE_COMPL...,SET,7,0.50287,0.0098169,0.38742,0.097153,GO_GAMMA_TUBULIN_LARGE_COMPLEX,0.88493797012696
GO_GAMMA_SECRETASE_COMPLEX,SET,5,0.46991,0.0077534,0.36213,0.097213,GO_GAMMA_SECRETASE_COMPLEX,0.88493797012696
GO_POSITIVE_REGULATION_OF_SY...8,SET,4,0.63661,0.0093953,0.49078,0.0973,GO_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_CLUSTERING,0.88493797012696
GO_OXIDOREDUCTASE_ACTIVITY_A...15,SET,38,0.18618,0.0084611,0.14355,0.097333,GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_NAD_P_H_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN,0.88493797012696
GO_PLATELET_ALPHA_GRANULE_LU...,SET,60,0.14378,0.0082057,0.1109,0.097415,GO_PLATELET_ALPHA_GRANULE_LUMEN,0.885022544776119
GO_MDM2_MDM4_FAMILY_PROTEIN_...,SET,7,0.39503,0.0077117,0.30494,0.097597,GO_MDM2_MDM4_FAMILY_PROTEIN_BINDING,0.88573560804769
GO_IMMUNE_EFFECTOR_PROCESS,SET,1060,0.035446,0.0082673,0.027368,0.097639,GO_IMMUNE_EFFECTOR_PROCESS,0.88573560804769
REACTOME_FOLDING_OF_ACTIN_BY...,SET,10,0.28394,0.0066246,0.2193,0.097714,REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC,0.885755946388682
GO_LEUKOCYTE_CHEMOTAXIS,SET,202,0.085003,0.0088666,0.065683,0.097819,GO_LEUKOCYTE_CHEMOTAXIS,0.885769378438662
GO_RESPONSE_TO_MINERALOCORTI...,SET,29,0.20941,0.0083159,0.16185,0.097861,GO_RESPONSE_TO_MINERALOCORTICOID,0.885769378438662
GO_POSITIVE_REGULATION_OF_CE...32,SET,144,0.091969,0.0081127,0.071156,0.098103,GO_POSITIVE_REGULATION_OF_CELL_GROWTH,0.88730009063893
GO_POSITIVE_REGULATION_OF_ME...4,SET,5,0.40761,0.0067254,0.31568,0.098321,GO_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION,0.888611621380846
GO_TRNA_BINDING,SET,56,0.12222,0.0067394,0.09473,0.098501,GO_TRNA_BINDING,0.889578022255193
GO_FHF_COMPLEX,SET,5,0.42609,0.0070304,0.33056,0.09871,GO_FHF_COMPLEX,0.890804699777613
GO_POSITIVE_REGULATION_OF_AN...4,SET,5,0.3826,0.0063128,0.29714,0.098952,GO_POSITIVE_REGULATION_OF_ANOIKIS,0.892327146666667
GO_REGULATION_OF_CELLULAR_RE...11,SET,17,0.28152,0.0085622,0.21885,0.099167,GO_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS,0.892966491150442
GO_SINGLE_STRANDED_DNA_BINDI...,SET,97,0.10446,0.0075728,0.081249,0.099275,GO_SINGLE_STRANDED_DNA_BINDING,0.892966491150442
GO_POSITIVE_REGULATION_OF_IN...21,SET,5,0.44876,0.0074044,0.34917,0.099366,GO_POSITIVE_REGULATION_OF_INTERLEUKIN_18_PRODUCTION,0.892966491150442
REACTOME_TRANSLATION,SET,273,0.061446,0.0074365,0.04781,0.09937,REACTOME_TRANSLATION,0.892966491150442
GO_MODULATION_BY_HOST_OF_SYM...,SET,6,0.43193,0.0078067,0.33621,0.099457,GO_MODULATION_BY_HOST_OF_SYMBIONT_MOLECULAR_FUNCTION,0.892966491150442
REACTOME_REGULATION_OF_CHOLE...,SET,53,0.13841,0.0074254,0.10774,0.099463,REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,0.892966491150442
GO_RESPONSE_TO_CELL_CYCLE_CH...,SET,6,0.42742,0.0077252,0.33298,0.099642,GO_RESPONSE_TO_CELL_CYCLE_CHECKPOINT_SIGNALING,0.893704276877761
GO_UREA_TRANSMEMBRANE_TRANSP...,SET,6,0.52284,0.0094498,0.4074,0.099692,GO_UREA_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.893704276877761
GO_SUPRAMOLECULAR_FIBER_ORGA...,SET,594,0.044982,0.0079588,0.035079,0.099873,GO_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.893950029325513
GO_REGULATION_OF_RESTING_MEM...,SET,8,0.36577,0.0076333,0.2853,0.099915,GO_REGULATION_OF_RESTING_MEMBRANE_POTENTIAL,0.893950029325513
GO_TRNA_AMINOACYLATION_FOR_M...,SET,7,0.36548,0.0071348,0.28515,0.099982,GO_TRNA_AMINOACYLATION_FOR_MITOCHONDRIAL_PROTEIN_TRANSLATION,0.893950029325513
GO_PROTEIN_DEACETYLASE_ACTIV...,SET,26,0.20692,0.007781,0.16149,0.10005,GO_PROTEIN_DEACETYLASE_ACTIVITY,0.893950029325513
GO_TACHYKININ_RECEPTOR_SIGNA...,SET,7,0.39402,0.007692,0.30763,0.10014,GO_TACHYKININ_RECEPTOR_SIGNALING_PATHWAY,0.893950029325513
GO_NUCLEOBASE_TRANSMEMBRANE_...,SET,6,0.42371,0.0076582,0.33084,0.10016,GO_NUCLEOBASE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.893950029325513
GO_CELL_SUBSTRATE_JUNCTION,SET,384,0.054879,0.007853,0.042919,0.10052,GO_CELL_SUBSTRATE_JUNCTION,0.896222750352609
GO_MUSCLE_CELL_DEVELOPMENT,SET,161,0.084934,0.0079183,0.066446,0.10059,GO_MUSCLE_CELL_DEVELOPMENT,0.896222750352609
GO_POSITIVE_REGULATION_OF_PR...40,SET,120,0.095195,0.0076706,0.074561,0.10086,GO_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,0.896222750352609
REACTOME_NAPLUS_CL_DEPENDENT...,SET,18,0.29978,0.0093815,0.23485,0.1009,REACTOME_NAPLUS_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS,0.896222750352609
GO_POSITIVE_REGULATION_OF_NO...2,SET,9,0.36406,0.0080582,0.28522,0.10091,GO_POSITIVE_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY,0.896222750352609
GO_CHROMATIN_DISASSEMBLY,SET,20,0.23168,0.0076423,0.18162,0.10104,GO_CHROMATIN_DISASSEMBLY,0.896222750352609
GO_DIENCEPHALON_DEVELOPMENT,SET,69,0.14421,0.0088237,0.11307,0.10109,GO_DIENCEPHALON_DEVELOPMENT,0.896222750352609
GO_PRESYNAPTIC_MEMBRANE_ASSE...,SET,6,0.47806,0.0086406,0.3749,0.10113,GO_PRESYNAPTIC_MEMBRANE_ASSEMBLY,0.896222750352609
GO_MAINTENANCE_OF_POSTSYNAPT...,SET,4,0.52658,0.0077714,0.41296,0.10114,GO_MAINTENANCE_OF_POSTSYNAPTIC_SPECIALIZATION_STRUCTURE,0.896222750352609
PID_TRKR_PATHWAY,SET,60,0.13885,0.0079244,0.10892,0.1012,PID_TRKR_PATHWAY,0.896222750352609
GO_PULMONARY_VALVE_MORPHOGEN...,SET,16,0.31416,0.00927,0.24648,0.10123,GO_PULMONARY_VALVE_MORPHOGENESIS,0.896222750352609
BIOCARTA_CALCINEURIN_PATHWAY,SET,18,0.25142,0.0078681,0.19748,0.1015,BIOCARTA_CALCINEURIN_PATHWAY,0.896222750352609
GO_CELLULAR_RESPONSE_TO_HIST...,SET,8,0.41174,0.0085926,0.32403,0.10193,GO_CELLULAR_RESPONSE_TO_HISTAMINE,0.896222750352609
GO_UBIQUITIN_LIKE_MODIFIER_A...,SET,9,0.2905,0.0064301,0.22869,0.102,GO_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_ACTIVITY,0.896222750352609
GO_MUSCLE_CELL_CELLULAR_HOME...,SET,16,0.25165,0.0074255,0.19814,0.10203,GO_MUSCLE_CELL_CELLULAR_HOMEOSTASIS,0.896222750352609
GO_SPECIFIC_GRANULE,SET,148,0.087511,0.0078251,0.068918,0.10209,GO_SPECIFIC_GRANULE,0.896222750352609
GO_FOUR_WAY_JUNCTION_HELICAS...,SET,5,0.5927,0.0097795,0.46723,0.10231,GO_FOUR_WAY_JUNCTION_HELICASE_ACTIVITY,0.896222750352609
GO_NUCLEOSOME_POSITIONING,SET,14,0.2588,0.0071435,0.20406,0.10237,GO_NUCLEOSOME_POSITIONING,0.896222750352609
GO_RENAL_ABSORPTION,SET,15,0.29759,0.0085024,0.23472,0.10244,GO_RENAL_ABSORPTION,0.896222750352609
GO_NEUROPEPTIDE_RECEPTOR_ACT...,SET,43,0.18209,0.0088018,0.14366,0.10249,GO_NEUROPEPTIDE_RECEPTOR_ACTIVITY,0.896222750352609
GO_REGULATION_OF_HYDROLASE_A...,SET,1153,0.033165,0.0080457,0.02617,0.10253,GO_REGULATION_OF_HYDROLASE_ACTIVITY,0.896222750352609
GO_AROMATIC_AMINO_ACID_TRANS...2,SET,8,0.38027,0.007936,0.30011,0.10257,GO_AROMATIC_AMINO_ACID_TRANSPORT,0.896222750352609
GO_POSITIVE_REGULATION_OF_PR...13,SET,40,0.17125,0.0079841,0.1353,0.10283,GO_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION,0.896222750352609
GO_RENAL_SODIUM_ION_TRANSPORT,SET,5,0.49827,0.0082213,0.39372,0.10285,GO_RENAL_SODIUM_ION_TRANSPORT,0.896222750352609
GO_NEGATIVE_REGULATION_OF_TR...1,SET,9,0.39275,0.0086933,0.31035,0.10285,GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_COMPETITIVE_PROMOTER_BINDING,0.896222750352609
GO_MUTSALPHA_COMPLEX_BINDING,SET,7,0.37798,0.0073788,0.29872,0.10288,GO_MUTSALPHA_COMPLEX_BINDING,0.896222750352609
GO_IMMUNOLOGICAL_MEMORY_PROC...,SET,10,0.38552,0.0089946,0.30475,0.10294,GO_IMMUNOLOGICAL_MEMORY_PROCESS,0.896222750352609
BIOCARTA_ERK5_PATHWAY,SET,14,0.2786,0.0076901,0.22036,0.10307,BIOCARTA_ERK5_PATHWAY,0.896222750352609
GO_COFACTOR_TRANSPORT,SET,45,0.16163,0.0079918,0.12787,0.10312,GO_COFACTOR_TRANSPORT,0.896222750352609
GO_COPI_COATED_VESICLE_BUDDI...,SET,6,0.35239,0.0063691,0.27884,0.10317,GO_COPI_COATED_VESICLE_BUDDING,0.896222750352609
GO_REGULATION_OF_SERINE_TYPE...,SET,7,0.42602,0.0083166,0.33737,0.10334,GO_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY,0.896222750352609
GO_RESPONSE_TO_MECHANICAL_ST...,SET,197,0.078943,0.0081331,0.062526,0.10338,GO_RESPONSE_TO_MECHANICAL_STIMULUS,0.896222750352609
GO_REGULATION_OF_EPITHELIAL_...1,SET,71,0.13801,0.0085656,0.10937,0.1035,GO_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS,0.896222750352609
GO_IMMUNE_RESPONSE_TO_TUMOR_...,SET,16,0.30533,0.0090093,0.24197,0.10351,GO_IMMUNE_RESPONSE_TO_TUMOR_CELL,0.896222750352609
GO_BOX_H_ACA_SNORNP_COMPLEX,SET,4,0.44967,0.0066363,0.35637,0.10352,GO_BOX_H_ACA_SNORNP_COMPLEX,0.896222750352609
GO_BOX_H_ACA_RNP_COMPLEX,SET,4,0.44967,0.0066363,0.35637,0.10352,GO_BOX_H_ACA_RNP_COMPLEX,0.896222750352609
GO_BOX_H_ACA_SNORNA_BINDING,SET,4,0.44967,0.0066363,0.35637,0.10352,GO_BOX_H_ACA_SNORNA_BINDING,0.896222750352609
GO_POSITIVE_REGULATION_OF_FI...1,SET,8,0.43472,0.0090721,0.34462,0.10359,GO_POSITIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS,0.896222750352609
GO_APPENDAGE_MORPHOGENESIS,SET,140,0.099549,0.0086595,0.07893,0.10362,GO_APPENDAGE_MORPHOGENESIS,0.896222750352609
GO_REGULATION_OF_LIPID_LOCAL...,SET,125,0.10119,0.0083205,0.080228,0.10362,GO_REGULATION_OF_LIPID_LOCALIZATION,0.896222750352609
GO_SODIUM_CHANNEL_ACTIVITY,SET,39,0.1884,0.0086736,0.14941,0.10367,GO_SODIUM_CHANNEL_ACTIVITY,0.896222750352609
GO_DNA_CONFORMATION_CHANGE,SET,242,0.066334,0.0075651,0.052612,0.1037,GO_DNA_CONFORMATION_CHANGE,0.896222750352609
GO_POSITIVE_REGULATION_OF_IN...10,SET,26,0.18952,0.0071268,0.15033,0.10372,GO_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION,0.896222750352609
GO_MODULATION_OF_GROWTH_OF_S...,SET,14,0.30566,0.008437,0.24278,0.10402,GO_MODULATION_OF_GROWTH_OF_SYMBIONT_INVOLVED_IN_INTERACTION_WITH_HOST,0.896222750352609
GO_ANTIGEN_PROCESSING_AND_PR...3,SET,20,0.26543,0.0087556,0.21084,0.10404,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN,0.896222750352609
GO_NEGATIVE_REGULATION_OF_CO...4,SET,10,0.35551,0.0082944,0.2824,0.10405,GO_NEGATIVE_REGULATION_OF_COLLAGEN_BIOSYNTHETIC_PROCESS,0.896222750352609
GO_MYOSIN_FILAMENT_ORGANIZAT...,SET,13,0.29603,0.0078742,0.23517,0.10406,GO_MYOSIN_FILAMENT_ORGANIZATION,0.896222750352609
REACTOME_SIGNALING_BY_RHO_GT...,SET,394,0.054094,0.0078386,0.04298,0.1041,REACTOME_SIGNALING_BY_RHO_GTPASES,0.896222750352609
GO_CELL_ACTIVATION,SET,1242,0.032014,0.0080398,0.02545,0.10422,GO_CELL_ACTIVATION,0.896222750352609
BIOCARTA_P27_PATHWAY,SET,13,0.28074,0.0074674,0.22323,0.10427,BIOCARTA_P27_PATHWAY,0.896222750352609
GO_PATHWAY_RESTRICTED_SMAD_P...,SET,59,0.14917,0.0084424,0.11862,0.10428,GO_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION,0.896222750352609
GO_LEARNED_VOCALIZATION_BEHA...,SET,10,0.37006,0.0086338,0.29433,0.10434,GO_LEARNED_VOCALIZATION_BEHAVIOR_OR_VOCAL_LEARNING,0.896222750352609
GO_POSITIVE_REGULATION_OF_TE...3,SET,17,0.25091,0.0076312,0.19959,0.10436,GO_POSITIVE_REGULATION_OF_TELOMERE_CAPPING,0.896222750352609
GO_POSITIVE_REGULATION_OF_TE...5,SET,36,0.16009,0.0070818,0.12736,0.10439,GO_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING,0.896222750352609
GO_SEMI_LUNAR_VALVE_DEVELOPM...,SET,36,0.1935,0.0085595,0.15406,0.10458,GO_SEMI_LUNAR_VALVE_DEVELOPMENT,0.896760845070423
KEGG_GLIOMA,SET,64,0.13431,0.0079155,0.10695,0.1046,KEGG_GLIOMA,0.896760845070423
REACTOME_TRANSCRIPTIONAL_REG...1,SET,31,0.17994,0.0073873,0.14347,0.10489,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,0.898292340126493
GO_SELENIUM_COMPOUND_METABOL...,SET,5,0.47454,0.0078297,0.37847,0.10496,GO_SELENIUM_COMPOUND_METABOLIC_PROCESS,0.898292340126493
GO_S_ADENOSYLMETHIONINE_DEPE...,SET,129,0.087193,0.0072828,0.069553,0.105,GO_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY,0.898292340126493
GO_NEGATIVE_REGULATION_OF_AM...4,SET,5,0.48933,0.0080739,0.39087,0.10531,GO_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS,0.900311755617978
BIOCARTA_PTEN_PATHWAY,SET,18,0.25501,0.0079805,0.2039,0.10553,BIOCARTA_PTEN_PATHWAY,0.901559452631579
REACTOME_METAL_ION_SLC_TRANS...,SET,25,0.19729,0.0072749,0.15787,0.10571,REACTOME_METAL_ION_SLC_TRANSPORTERS,0.902087428170988
GO_CHROMATIN_DNA_BINDING,SET,103,0.10201,0.0076188,0.081636,0.10574,GO_CHROMATIN_DNA_BINDING,0.902087428170988
GO_RNA_METHYLTRANSFERASE_ACT...,SET,54,0.12439,0.0067359,0.099631,0.10593,GO_RNA_METHYLTRANSFERASE_ACTIVITY,0.903075504201681
GO_ACTIVE_TRANSMEMBRANE_TRAN...,SET,321,0.061193,0.00802,0.049082,0.10625,GO_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.903412597669637
REACTOME_UPTAKE_AND_FUNCTION...2,SET,6,0.40551,0.0073292,0.32544,0.10638,REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN,0.903412597669637
GO_VESICLE_TARGETING,SET,88,0.10517,0.0072631,0.0844,0.10638,GO_VESICLE_TARGETING,0.903412597669637
GO_NEGATIVE_REGULATION_OF_HE...2,SET,9,0.34138,0.0075562,0.27399,0.1064,GO_NEGATIVE_REGULATION_OF_HEART_RATE,0.903412597669637
GO_PROLINE_RICH_REGION_BINDI...,SET,17,0.26906,0.0081832,0.21598,0.10644,GO_PROLINE_RICH_REGION_BINDING,0.903412597669637
GO_SINGLE_THYMINE_INSERTION_...,SET,5,0.34528,0.005697,0.27725,0.10651,GO_SINGLE_THYMINE_INSERTION_BINDING,0.903412597669637
GO_DNA_HELICASE_ACTIVITY,SET,44,0.1494,0.0073046,0.12006,0.10669,GO_DNA_HELICASE_ACTIVITY,0.903412597669637
GO_KERATINOCYTE_MIGRATION,SET,19,0.26895,0.0086471,0.21615,0.10671,GO_KERATINOCYTE_MIGRATION,0.903412597669637
GO_POSITIVE_REGULATION_OF_NE...14,SET,9,0.34714,0.0076836,0.27921,0.10689,GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_REGENERATION,0.903412597669637
GO_SPHINGOSINE_1_PHOSPHATE_R...1,SET,8,0.39392,0.0082208,0.3169,0.10693,GO_SPHINGOSINE_1_PHOSPHATE_RECEPTOR_ACTIVITY,0.903412597669637
GO_NEGATIVE_REGULATION_OF_RE...4,SET,6,0.46415,0.0083892,0.37345,0.10697,GO_NEGATIVE_REGULATION_OF_RECEPTOR_BIOSYNTHETIC_PROCESS,0.903412597669637
REACTOME_SODIUM_PROTON_EXCHA...,SET,7,0.39322,0.0076764,0.3164,0.10698,REACTOME_SODIUM_PROTON_EXCHANGERS,0.903412597669637
PID_S1P_S1P3_PATHWAY,SET,29,0.20685,0.0082141,0.16654,0.10712,PID_S1P_S1P3_PATHWAY,0.903412597669637
GO_RESPONSE_TO_DEXAMETHASONE,SET,41,0.17071,0.0080579,0.13745,0.10713,GO_RESPONSE_TO_DEXAMETHASONE,0.903412597669637
GO_ACETYLCHOLINE_RECEPTOR_BI...,SET,11,0.3424,0.0083782,0.2757,0.10714,GO_ACETYLCHOLINE_RECEPTOR_BINDING,0.903412597669637
REACTOME_GABA_SYNTHESIS_RELE...,SET,19,0.26234,0.0084346,0.21134,0.10726,REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,0.903412597669637
REACTOME_RRNA_PROCESSING,SET,177,0.073235,0.0071558,0.059007,0.10729,REACTOME_RRNA_PROCESSING,0.903412597669637
BIOCARTA_CYTOKINE_PATHWAY,SET,19,0.25449,0.0081823,0.20518,0.10743,BIOCARTA_CYTOKINE_PATHWAY,0.903412597669637
BIOCARTA_PLCD_PATHWAY,SET,5,0.54874,0.0090541,0.44254,0.1075,BIOCARTA_PLCD_PATHWAY,0.903412597669637
GO_POSITIVE_REGULATION_OF_VA...6,SET,15,0.28505,0.0081439,0.22995,0.10757,GO_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.903412597669637
