GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,P_MULTI_FDR,P_SNPWISE_MEAN_FDR,P_SNPWISE_TOP1_FDR
GHR,5,42423775,42721878,487,53,9675,0.88758,0.18738,0.10221,0.38229,0.869511336871367,0.782465876974231,0.977113464778844
UBR3,2,169827470,170084131,730,41,9675,0.88745,0.18742,0.36297,0.10655,0.869511336871367,0.885246954581255,0.889515643474306
EBF1,5,158695908,159099780,566,77,9675,0.88724,0.18748,0.43197,0.088646,0.869569944416372,0.905876389776358,0.875577901075269
DCBLD2,3,98795970,98901689,219,25,9675,0.88639,0.1877,0.082505,0.46874,0.870336090909091,0.758313906,0.977113464778844
CTDSP2,12,57819927,57846964,28,10,9675,0.88626,0.18774,0.49705,0.07571,0.870336090909091,0.920473378378378,0.853439533292608
INTS3,1,153728050,153774808,53,12,9675,0.88566,0.1879,0.078203,0.48975,0.87044237074401,0.752582584199584,0.977113464778844
RFX4,12,106582907,106762804,296,35,9675,0.88562,0.18791,0.17736,0.21845,0.87044237074401,0.81977332166083,0.968570202312139
CEACAM5,19,41708611,41730433,45,13,9675,0.88563,0.18791,0.40995,0.090189,0.87044237074401,0.897519248747913,0.879092702061856
ZNF24,18,35332214,35344462,20,7,9675,0.88536,0.18798,0.094428,0.39574,0.87044237074401,0.776984759581882,0.977113464778844
TMEM206,1,212364474,212415508,96,21,9675,0.8853,0.188,0.80494,0.046316,0.87044237074401,0.987714358049432,0.779348421631531
PNLIPRP1,10,116590415,116609175,47,16,9675,0.88493,0.1881,0.39142,0.094739,0.870685779122542,0.891414013149733,0.881537575266092
FBXO42,1,16246840,16352491,149,16,9675,0.88453,0.1882,0.13957,0.28938,0.870755841733871,0.797189106229311,0.977113464778844
LOC440292,15,77941393,77944561,16,5,9675,0.8845,0.18821,0.10103,0.35968,0.870755841733871,0.781176756077116,0.977113464778844
TSGA10IP,11,65945445,65960392,15,7,9675,0.8839,0.18837,0.4542,0.081514,0.870952572283151,0.910963478354745,0.858859830372493
ZNF781,19,37667749,37692315,49,12,9675,0.88346,0.18849,0.44907,0.083953,0.870952572283151,0.910963478354745,0.863906487668161
MYH7,14,23412738,23435686,53,12,9675,0.88304,0.18861,0.24556,0.1522,0.870952572283151,0.848640741434188,0.923724084600132
UBE2E2-AS1,3,23195070,23203045,20,8,9675,0.88297,0.18863,0.16099,0.22922,0.870952572283151,0.81219784184514,0.977113464778844
METTL18,1,169792529,169794959,5,4,9675,0.8828,0.18867,0.27192,0.13497,0.870952572283151,0.857574937117059,0.918859811781108
LOC105377542,4,173527382,173583168,110,30,9675,0.88268,0.18871,0.46132,0.085286,0.870952572283151,0.911812946495855,0.866452898727172
EFCAB14,1,46675159,46719064,63,10,9675,0.8824,0.18878,0.61808,0.060989,0.870952572283151,0.946426330420308,0.820428074338813
PPM1F,22,21919419,21952878,72,13,9675,0.88237,0.18879,0.10752,0.3553,0.870952572283151,0.784691673275178,0.977113464778844
SRFBP1,5,121961961,122028600,77,10,9675,0.88215,0.18885,0.27371,0.13999,0.870952572283151,0.857574937117059,0.918859811781108
OR52B6,11,5580877,5581884,7,3,9675,0.88214,0.18885,0.20972,0.17584,0.870952572283151,0.835591779513889,0.944148719298246
MXD1,2,69915041,69942945,42,8,9675,0.88191,0.18891,0.26181,0.1473,0.870952572283151,0.854606682076814,0.919747500838645
ADRA1B,5,159916733,159986178,153,31,9675,0.88171,0.18897,0.067261,0.58889,0.870952572283151,0.742810712657468,0.977113464778844
PPP1R3D,20,59936832,59940297,1,1,9675,0.8817,0.18897,0.1892,0.1892,0.870952572283151,0.8249111279981,0.95436382967033
C1orf100,1,244352069,244389874,120,27,9675,0.88136,0.18906,0.36546,0.10625,0.870952572283151,0.885246954581255,0.88903258887876
OR8I2,11,56093308,56094240,4,1,9675,0.88129,0.18908,0.18278,0.19622,0.870952572283151,0.821222305813385,0.956253453676666
GATA6,18,22169437,22202528,19,12,9675,0.8813,0.18908,0.18876,0.20128,0.870952572283151,0.8249111279981,0.960407739085239
CCER1,12,90952215,90955176,4,3,9675,0.8812,0.1891,0.21256,0.17023,0.870952572283151,0.836417967914438,0.941708634043831
OR2M5,1,248145148,248146086,2,2,9675,0.88062,0.18926,0.21637,0.16686,0.870952572283151,0.83902401010952,0.939808261933904
KBTBD8,3,66998303,67011211,17,8,9675,0.88055,0.18928,0.1075,0.34676,0.870952572283151,0.784691673275178,0.977113464778844
LILRB3,19,54216278,54223087,18,6,9675,0.88038,0.18933,0.24929,0.15092,0.870952572283151,0.850328097361576,0.921866988031915
LOC101929060,19,301437,304505,10,4,9675,0.88027,0.18936,0.22846,0.16292,0.870952572283151,0.842951357529577,0.938770510491701
LZTFL1,3,45823316,45915724,152,29,9675,0.88014,0.18939,0.11504,0.33147,0.870952572283151,0.78829402307406,0.977113464778844
SIGLEC10,19,51410021,51417803,23,8,9675,0.88008,0.18941,0.31877,0.11699,0.870952572283151,0.869749650680876,0.904759698618669
SERTAD4,1,210232850,210246858,10,7,9675,0.87967,0.18952,0.17301,0.21699,0.870952572283151,0.81977332166083,0.967635352898375
SPATA31E1,9,87882857,87888899,13,6,9675,0.87958,0.18954,0.20093,0.18479,0.870952572283151,0.832403124029288,0.951516864834548
MIS18A,21,32268219,32279065,11,5,9675,0.87946,0.18957,0.15541,0.2363,0.870952572283151,0.803911068616423,0.977113464778844
ZNF665,19,53163299,53193396,88,21,9675,0.87922,0.18964,0.10296,0.37428,0.870952572283151,0.783122633540373,0.977113464778844
B3GAT2,6,70861366,70957189,189,40,9675,0.87854,0.18983,0.67788,0.059957,0.870952572283151,0.964766341576867,0.820428074338813
SIPA1L3,19,37907221,38208372,650,67,9675,0.87823,0.18991,0.43699,0.09166,0.870952572283151,0.908832266908349,0.879092702061856
TMEM74B,20,1180561,1188128,10,8,9675,0.87824,0.18991,0.20665,0.18009,0.870952572283151,0.833043631971893,0.948035322901849
YDJC,22,21628089,21630325,6,4,9675,0.87823,0.18991,0.25629,0.14469,0.870952572283151,0.851581392908828,0.919747500838645
C7orf77,7,124777292,124790810,16,8,9675,0.87821,0.18992,0.23745,0.15679,0.870952572283151,0.845935784979624,0.932906701130856
RPS23,5,82273320,82278416,16,9,9675,0.87784,0.19002,0.15471,0.24507,0.870952572283151,0.803857091937765,0.977113464778844
CSGALNACT2,10,43138445,43185308,92,15,9675,0.87777,0.19003,0.38976,0.1023,0.870952572283151,0.890906974601594,0.88587520037718
RBM48,7,92528692,92539405,17,7,9675,0.87768,0.19006,0.23853,0.16113,0.870952572283151,0.846007291344668,0.938496499057197
IRF4,6,391739,411443,54,21,9675,0.87761,0.19008,0.17329,0.22247,0.870952572283151,0.81977332166083,0.972174306117591
UGT1A1,2,233760273,233773299,22,11,9675,0.87736,0.19015,0.21658,0.1806,0.870952572283151,0.83902401010952,0.948035322901849
PECR,2,216038388,216081816,97,25,9675,0.87724,0.19018,0.17057,0.22557,0.870952572283151,0.81977332166083,0.974386153846154
PPP3CC,8,22440970,22541144,138,19,9675,0.87717,0.1902,0.2584,0.15348,0.870952572283151,0.853031325301205,0.926406335852777
EVA1C,21,32411692,32515400,242,38,9675,0.87702,0.19024,0.11835,0.33652,0.870952572283151,0.791634411657559,0.977113464778844
PDCL,9,122818097,122828656,8,5,9675,0.87699,0.19025,0.18294,0.2029,0.870952572283151,0.821222305813385,0.962384122965642
MGST3,1,165630873,165656136,78,22,9675,0.87692,0.19027,0.16329,0.24103,0.870952572283151,0.81315228287174,0.977113464778844
TSNAX,1,231528653,231566524,34,13,9675,0.87668,0.19033,0.15811,0.24933,0.870952572283151,0.809051228754528,0.977113464778844
EFNB3,17,7705202,7711375,7,3,9675,0.87664,0.19034,0.16061,0.23024,0.870952572283151,0.81219784184514,0.977113464778844
MGST2,4,139665768,139740745,197,41,9675,0.87637,0.19041,0.83167,0.047266,0.871055763767755,0.991613312122589,0.785725719710669
ASL,7,66075789,66093343,39,9,9675,0.87604,0.1905,0.26146,0.14798,0.871124821917808,0.854223648336003,0.919747500838645
CSRNP1,3,39141851,39154597,25,9,9675,0.87599,0.19052,0.1205,0.31386,0.871124821917808,0.794018894601542,0.977113464778844
RAB17,2,237574322,237591126,88,18,9675,0.8758,0.19057,0.11779,0.33244,0.871136469123506,0.791341567626686,0.977113464778844
PRKACB,1,84077975,84238498,184,25,9675,0.87506,0.19077,0.084794,0.47367,0.871218619319593,0.760665495192308,0.977113464778844
MYPOP,19,45890023,45902696,38,11,9675,0.87494,0.1908,0.11946,0.3139,0.871218619319593,0.794018894601542,0.977113464778844
CFAP97,4,185151723,185209495,159,19,9675,0.87461,0.19089,0.082509,0.48344,0.871218619319593,0.758313906,0.977113464778844
PDE3B,11,14643656,14872059,209,25,9675,0.87453,0.19092,0.19604,0.2069,0.871218619319593,0.829240165898617,0.962947457627119
NAGS,17,44004546,44009068,8,4,9675,0.87429,0.19098,0.1045,0.35737,0.871218619319593,0.784048888888889,0.977113464778844
PPP4R4,14,94174312,94279755,194,19,9675,0.87408,0.19104,0.60587,0.065884,0.871218619319593,0.944252537541359,0.83531432137931
SALL1,16,51135975,51152316,13,7,9675,0.87403,0.19105,0.15558,0.24379,0.871218619319593,0.803911068616423,0.977113464778844
PARP10,8,143977152,143986467,16,6,9675,0.87401,0.19106,0.19674,0.19542,0.871218619319593,0.829397245179063,0.955855152803614
SIX5,19,45764785,45769239,3,2,9675,0.87394,0.19107,0.14052,0.26186,0.871218619319593,0.797189106229311,0.977113464778844
DCSTAMP,8,104339087,104356689,46,12,9675,0.87381,0.19111,0.25063,0.15342,0.871218619319593,0.850556922510583,0.926406335852777
LIG3,17,34980498,35008448,21,9,9675,0.87382,0.19111,0.11401,0.34438,0.871218619319593,0.78829402307406,0.977113464778844
LOC105372487,19,31349235,31383997,62,10,9675,0.87308,0.19131,0.13098,0.29745,0.871913848063555,0.794018894601542,0.977113464778844
AAMDC,11,77821107,77872354,65,10,9675,0.87278,0.19139,0.15682,0.25213,0.872061955820303,0.8066409526478,0.977113464778844
C3orf80,3,160223784,160290143,87,30,9675,0.87211,0.19157,0.10373,0.38621,0.872494577028033,0.783481077745784,0.977113464778844
C18orf54,18,54357905,54385218,82,10,9675,0.87209,0.19158,0.10923,0.38031,0.872494577028033,0.78791526129666,0.977113464778844
FAM171A1,10,15211643,15371059,447,62,9675,0.87168,0.19169,0.11526,0.34678,0.872699171832383,0.78829402307406,0.977113464778844
AZIN1,8,102826302,102864200,105,17,9675,0.87157,0.19172,0.15906,0.25002,0.872699171832383,0.810523018867925,0.977113464778844
RTF1,15,41417104,41483563,105,16,9675,0.8707,0.19196,0.37355,0.1056,0.87312993315177,0.887390188387097,0.888433442772458
DGKE,17,56834099,56869567,65,8,9675,0.87055,0.192,0.40439,0.099041,0.87312993315177,0.894129593261131,0.88428663535109
FOXD4,9,116231,118417,1,1,9675,0.87034,0.19206,0.1923,0.1923,0.87312993315177,0.827375625146062,0.955430146024878
ZNF524,19,55599755,55603138,10,5,9675,0.87024,0.19209,0.21383,0.18065,0.87312993315177,0.836720658733532,0.948035322901849
OPRL1,20,64080118,64100643,28,12,9675,0.87021,0.19209,0.13224,0.29883,0.87312993315177,0.794018894601542,0.977113464778844
GABRA1,5,161847191,161899959,114,18,9675,0.87019,0.1921,0.098995,0.39935,0.87312993315177,0.779427778730703,0.977113464778844
LELP1,1,153203430,153205125,2,2,9675,0.86961,0.19226,0.2288,0.16242,0.873640861386139,0.842951357529577,0.938496499057197
NDST2,10,73801911,73811831,8,4,9675,0.86939,0.19232,0.17376,0.21558,0.87369724325662,0.81977332166083,0.967632674816626
TCAF1,7,143851368,143902198,27,10,9675,0.86906,0.19241,0.21915,0.17859,0.873889851558634,0.840609214375261,0.946668813852814
TMPRSS11A,4,67910301,67963514,120,26,9675,0.86883,0.19247,0.50225,0.078003,0.87394614395251,0.920921443585167,0.855716506841166
OPA1,3,193593144,193697811,227,21,9675,0.86803,0.19269,0.083281,0.48058,0.874415783014237,0.75858203468781,0.977113464778844
CLUH,17,2689386,2711633,24,8,9675,0.86769,0.19278,0.17324,0.22396,0.874415783014237,0.81977332166083,0.973586947667535
ARGLU1,13,106543314,106568166,20,8,9675,0.86751,0.19283,0.33811,0.11774,0.874415783014237,0.877193807235726,0.904759698618669
PLEKHG6,12,6310436,6328506,33,12,9675,0.86738,0.19287,0.10886,0.36018,0.874415783014237,0.787412088258471,0.977113464778844
LOC105375861,8,60058460,60116407,114,17,9675,0.86734,0.19288,0.53193,0.073301,0.874415783014237,0.929899711375212,0.853439533292608
CHURC1-FNTB,14,64914361,65062655,312,48,9675,0.86732,0.19288,0.29055,0.13808,0.874415783014237,0.858045301592408,0.918859811781108
CACNG1,17,67044536,67056797,20,10,9675,0.86683,0.19302,0.1925,0.2041,0.874415783014237,0.827375625146062,0.962391483180428
FMN1,15,32765544,33194784,1535,149,9675,0.86678,0.19303,0.44153,0.097389,0.874415783014237,0.910355616438356,0.88428663535109
CAMK1D,10,12349517,12835545,1576,196,9675,0.86635,0.19315,0.20505,0.2128,0.874415783014237,0.832776087147887,0.966012805719921
ZSCAN22,19,58327019,58342349,37,6,9675,0.86618,0.1932,0.49138,0.081531,0.874415783014237,0.919414563047464,0.858859830372493
TCP1,6,159778498,159789703,27,7,9675,0.86561,0.19335,0.12076,0.32187,0.874415783014237,0.794018894601542,0.977113464778844
WRN,8,31033262,31173761,244,34,9675,0.86561,0.19335,0.24926,0.16395,0.874415783014237,0.850328097361576,0.939808261933904
ZFP90,16,68539289,68576072,102,9,9675,0.86498,0.19352,0.081857,0.49971,0.874415783014237,0.758177068078669,0.977113464778844
ZMYM6,1,34986165,35031968,44,8,9675,0.86493,0.19354,0.084696,0.50948,0.874415783014237,0.760665495192308,0.977113464778844
PARP14,3,122680763,122730840,150,24,9675,0.86473,0.19359,0.099923,0.41677,0.874415783014237,0.780700558611934,0.977113464778844
SARS2,19,38915264,38930896,29,8,9675,0.86455,0.19364,0.13198,0.29616,0.874415783014237,0.794018894601542,0.977113464778844
TCF7L2,10,112950219,113167678,329,65,9675,0.86427,0.19372,0.3594,0.11418,0.874415783014237,0.885246954581255,0.90110337628866
C12orf66,12,64186312,64237341,57,17,9675,0.86425,0.19372,0.21209,0.1881,0.874415783014237,0.836326386446494,0.95411956401766
GUCD1,22,24540423,24555935,24,7,9675,0.86407,0.19378,0.15508,0.25833,0.874415783014237,0.803911068616423,0.977113464778844
ZNF160,19,53064882,53103471,154,31,9675,0.86402,0.19379,0.20523,0.19142,0.874415783014237,0.832776087147887,0.954815002710027
UBL5,19,9827880,9830121,1,1,9675,0.86394,0.19381,0.194,0.194,0.874415783014237,0.8276426716141,0.955855152803614
ANKLE1,19,17281645,17287646,24,6,9675,0.86385,0.19383,0.17198,0.23219,0.874415783014237,0.81977332166083,0.977113464778844
FSCN3,7,127593635,127601797,9,5,9675,0.86366,0.19389,0.31218,0.12646,0.874415783014237,0.867007359346642,0.908256554654307
C12orf56,12,64264762,64390584,270,31,9675,0.86357,0.19391,0.14427,0.28692,0.874415783014237,0.797189106229311,0.977113464778844
MANSC4,12,27762641,27773083,32,5,9675,0.86342,0.19395,0.095617,0.42458,0.874415783014237,0.776984759581882,0.977113464778844
ENPEP,4,110476073,110563337,126,28,9675,0.86341,0.19396,0.1336,0.29749,0.874415783014237,0.794018894601542,0.977113464778844
KLLN,10,87859161,87863437,1,1,9675,0.86338,0.19396,0.1942,0.1942,0.874415783014237,0.8276426716141,0.955855152803614
CALM2,2,47160082,47176601,28,12,9675,0.86323,0.194,0.17521,0.23167,0.874415783014237,0.81977332166083,0.977113464778844
PRMT2,21,46635153,46665685,76,15,9675,0.86323,0.19401,0.096102,0.42327,0.874415783014237,0.776984759581882,0.977113464778844
KIF19,17,74326212,74355820,90,25,9675,0.86314,0.19403,0.13711,0.29687,0.874415783014237,0.795821321170179,0.977113464778844
GPC6,13,93226825,94408020,2666,200,9675,0.86306,0.19405,0.43232,0.10819,0.874415783014237,0.905876389776358,0.893323701707098
ZFR2,19,3804024,3869029,174,32,9675,0.86272,0.19415,0.087044,0.47058,0.874537836644592,0.762365030956848,0.977113464778844
RAD1,5,34905260,34915675,12,5,9675,0.86255,0.19419,0.25811,0.15814,0.874537836644592,0.852677747796366,0.934916749275829
NDNL2,15,29268149,29269816,1,1,9675,0.86244,0.19422,0.1944,0.1944,0.874537836644592,0.8276426716141,0.955855152803614
SOCS2,12,93569822,93626236,114,33,9675,0.86217,0.1943,0.27941,0.15179,0.874683521333987,0.857574937117059,0.923619761352337
SLC9B2,4,103020230,103077371,40,13,9675,0.86145,0.1945,0.56109,0.073602,0.875310519353258,0.937544606560315,0.853439533292608
CDR2L,17,74987632,75005800,21,9,9675,0.86126,0.19455,0.47755,0.08301,0.875310519353258,0.915809723179776,0.860472941840768
TRIM37,17,58982638,59106905,130,19,9675,0.86109,0.1946,0.36221,0.10999,0.875310519353258,0.885246954581255,0.897330584588131
LOC105375105,6,20400748,20402772,1,1,9675,0.86095,0.19463,0.1948,0.1948,0.875310519353258,0.82804309187688,0.955855152803614
MNAT1,14,60734741,60968680,184,30,9675,0.86041,0.19478,0.17737,0.22585,0.875646033300686,0.81977332166083,0.974694658210007
TULP4,6,158232236,158511828,851,53,9675,0.86033,0.1948,0.10247,0.39955,0.875646033300686,0.782465876974231,0.977113464778844
ATL1,14,50533082,50633068,139,21,9675,0.85975,0.19496,0.087935,0.46392,0.875991475409836,0.762365030956848,0.977113464778844
ASNSD1,2,189661399,189670831,18,6,9675,0.85958,0.19501,0.19251,0.20439,0.875991475409836,0.827375625146062,0.962391483180428
FUT3,19,5842888,5851474,22,9,9675,0.85955,0.19502,0.47122,0.086783,0.875991475409836,0.914541476185469,0.869155654118931
GOLGA2,9,128255829,128276007,25,8,9675,0.85901,0.19517,0.1376,0.29448,0.876281349963316,0.795821321170179,0.977113464778844
MMP20,11,102576835,102625332,183,27,9675,0.85895,0.19518,0.41708,0.1006,0.876281349963316,0.900053443046903,0.88587520037718
EIF4EBP3,5,140547666,140549578,2,2,9675,0.85826,0.19538,0.13778,0.27901,0.876728174757282,0.795821321170179,0.977113464778844
MIEF1,22,39500100,39518134,21,10,9675,0.85777,0.19551,0.36339,0.10854,0.876728174757282,0.885246954581255,0.893944044843049
THAP2,12,71663897,71680648,22,7,9675,0.85758,0.19556,0.5354,0.074393,0.876728174757282,0.929899711375212,0.853439533292608
SDHAF1,19,35995188,35996318,1,1,9675,0.85706,0.19571,0.1959,0.1959,0.876728174757282,0.829135114081586,0.955855152803614
TMEM136,11,120324630,120333688,14,7,9675,0.85702,0.19572,0.22077,0.18122,0.876728174757282,0.840833349763812,0.948035322901849
C1QTNF9,13,24307166,24322531,60,17,9675,0.85681,0.19578,0.10006,0.40717,0.876728174757282,0.780700558611934,0.977113464778844
MMP24,20,35226736,35277663,55,15,9675,0.8567,0.1958,0.27899,0.14603,0.876728174757282,0.857574937117059,0.919747500838645
ATF7IP,12,14365632,14502935,281,31,9675,0.85632,0.19591,0.087985,0.4785,0.876728174757282,0.762365030956848,0.977113464778844
EXOSC7,3,44976230,45012668,67,12,9675,0.85609,0.19597,0.11824,0.34485,0.876728174757282,0.791341567626686,0.977113464778844
ROBO1,3,78597238,79767998,2022,113,9675,0.85608,0.19598,0.25676,0.16974,0.876728174757282,0.851731598915989,0.941708634043831
SCN2A,2,165130149,165392310,535,60,9675,0.85599,0.196,0.35646,0.11771,0.876728174757282,0.885170988654781,0.904759698618669
SLC4A10,2,161624335,161985276,650,46,9675,0.85586,0.19604,0.36655,0.11741,0.876728174757282,0.885246954581255,0.904759698618669
GCNT4,5,75027464,75030899,10,6,9675,0.85585,0.19604,0.39469,0.10148,0.876728174757282,0.891847838235294,0.88587520037718
OR13C5,9,104598457,104599413,7,3,9675,0.85554,0.19613,0.16252,0.2391,0.876728174757282,0.81315228287174,0.977113464778844
OGFOD1,16,56451417,56477495,45,11,9675,0.85546,0.19615,0.11595,0.34556,0.876728174757282,0.789142334197851,0.977113464778844
ANKAR,2,189674292,189763058,118,17,9675,0.8554,0.19617,0.13302,0.31136,0.876728174757282,0.794018894601542,0.977113464778844
VN1R2,19,53258292,53259602,6,5,9675,0.85531,0.19619,0.19677,0.20066,0.876728174757282,0.829397245179063,0.959375127537741
IMPAD1,8,56957929,56993871,62,11,9675,0.8551,0.19625,0.13299,0.30983,0.876728174757282,0.794018894601542,0.977113464778844
MYEOV2,2,240126563,240136347,52,10,9675,0.85473,0.19635,0.2852,0.14353,0.876728174757282,0.857574937117059,0.918859811781108
MOGAT3,7,101195729,101201060,7,3,9675,0.85454,0.1964,0.15873,0.25035,0.876728174757282,0.810335189098999,0.977113464778844
COL5A1,9,134641786,134844843,774,110,9675,0.85456,0.1964,0.082538,0.53017,0.876728174757282,0.758313906,0.977113464778844
TF,3,133661998,133779006,318,46,9675,0.85446,0.19642,0.18467,0.22126,0.876728174757282,0.822092106408706,0.970815267686424
GPRIN3,4,89241276,89308010,146,31,9675,0.85438,0.19645,0.10717,0.38876,0.876728174757282,0.784691673275178,0.977113464778844
OR4D6,11,59456961,59457905,4,3,9675,0.85407,0.19653,0.12759,0.30622,0.876728174757282,0.794018894601542,0.977113464778844
NUFIP1,13,44939249,44989478,47,15,9675,0.85404,0.19654,0.10611,0.38245,0.876728174757282,0.784691673275178,0.977113464778844
LOC105372569,20,23030889,23039219,26,7,9675,0.854,0.19655,0.43875,0.09444,0.876728174757282,0.909492388042865,0.880978882681564
PTCHD4,6,47877421,48111132,555,59,9675,0.85385,0.19659,0.58973,0.071347,0.876728174757282,0.942617555096419,0.847436628719275
RFTN1,3,16315845,16513715,517,84,9675,0.8536,0.19666,0.078524,0.54014,0.876728174757282,0.752582584199584,0.977113464778844
ANKDD1A,15,64911902,64958700,80,23,9675,0.8534,0.19672,0.17051,0.24338,0.876728174757282,0.81977332166083,0.977113464778844
MFSD1,3,158801450,158829719,57,14,9675,0.85334,0.19674,0.12917,0.31386,0.876728174757282,0.794018894601542,0.977113464778844
CARS,11,3000922,3057451,137,18,9675,0.85325,0.19676,0.15867,0.26087,0.876728174757282,0.810254203059805,0.977113464778844
FBXO21,12,117143780,117190495,136,13,9675,0.85298,0.19684,0.57952,0.072801,0.876871807813637,0.939739354952414,0.852891358008934
G6PC3,17,44070730,44076344,5,3,9675,0.85237,0.19701,0.12899,0.30702,0.877416200873362,0.794018894601542,0.977113464778844
ZNF268,12,133181409,133207112,65,8,9675,0.85139,0.19728,0.16319,0.2482,0.878405588163958,0.81315228287174,0.977113464778844
ANXA2,15,60347151,60397986,110,29,9675,0.85084,0.19743,0.37718,0.1139,0.878443867215895,0.888305475946776,0.90110337628866
SHKBP1,19,40576851,40591399,28,12,9675,0.85084,0.19743,0.3793,0.10786,0.878443867215895,0.888507682571826,0.893141127649977
ALKBH6,19,36009116,36014243,2,2,9675,0.85078,0.19745,0.19285,0.20352,0.878443867215895,0.827375625146062,0.962391483180428
THEG,19,362057,376703,71,31,9675,0.85066,0.19748,0.16113,0.25901,0.878443867215895,0.81219784184514,0.977113464778844
COCH,14,30874535,30895079,40,22,9675,0.85019,0.19761,0.31849,0.13129,0.878596362315331,0.869749650680876,0.91504245254366
RAPGEFL1,17,40177010,40195656,14,6,9675,0.85021,0.19761,0.33882,0.12028,0.878596362315331,0.877342528477007,0.906817347022587
NPEPL1,20,58689131,58715844,83,17,9675,0.84965,0.19776,0.16774,0.24315,0.879050382566586,0.818546230728336,0.977113464778844
SLC18B1,6,132769368,132804931,94,15,9675,0.84884,0.19798,0.33182,0.12718,0.879746592556791,0.873845005727377,0.908256554654307
SLC30A9,4,41990472,42087534,288,19,9675,0.84855,0.19807,0.25308,0.16812,0.879746592556791,0.851013229147738,0.941708634043831
PRKACA,19,14091688,14117747,19,9,9675,0.84831,0.19813,0.084355,0.50388,0.879746592556791,0.760665495192308,0.977113464778844
ARHGEF26,3,154121003,154257827,250,30,9675,0.84815,0.19818,0.3856,0.10859,0.879746592556791,0.889861068510371,0.893944044843049
DOPEY1,6,83067660,83168471,118,18,9675,0.84806,0.1982,0.29697,0.14103,0.879746592556791,0.86083195137354,0.918859811781108
TMEM261,9,7796490,7799817,7,5,9675,0.84789,0.19825,0.30279,0.13287,0.879746592556791,0.862267980249961,0.918729740112994
C9orf85,9,71911321,71973459,39,11,9675,0.84779,0.19828,0.16509,0.25508,0.879746592556791,0.813278610142206,0.977113464778844
FAM129C,19,17523301,17555545,69,21,9675,0.84771,0.1983,0.19959,0.20558,0.879746592556791,0.832403124029288,0.962391483180428
OR5M3,11,56469488,56470538,3,2,9675,0.84752,0.19835,0.13989,0.28486,0.879755810582266,0.797189106229311,0.977113464778844
KIAA1191,5,176346061,176361807,27,8,9675,0.84706,0.19848,0.19146,0.21678,0.880119768115942,0.826433736186222,0.967635352898375
OR52E6,11,5840956,5841897,8,2,9675,0.84629,0.1987,0.2804,0.14264,0.880882540449167,0.857574937117059,0.918859811781108
ABO,9,133255176,133275214,62,12,9675,0.84559,0.19889,0.35893,0.11595,0.880983746739388,0.885246954581255,0.904759698618669
C9orf163,9,136483495,136486067,4,3,9675,0.84537,0.19895,0.29128,0.13777,0.880983746739388,0.858277740693196,0.918859811781108
LOC105378105,6,163711976,163714377,4,3,9675,0.84481,0.19911,0.2878,0.1394,0.880983746739388,0.857574937117059,0.918859811781108
ACTR5,20,38748258,38772446,89,13,9675,0.84428,0.19926,0.23605,0.17952,0.880983746739388,0.84434642384106,0.948035322901849
FAM229B,6,112087471,112102790,42,5,9675,0.84421,0.19928,0.20885,0.2049,0.880983746739388,0.835524358974359,0.962391483180428
CLDN22,4,183318067,183320774,1,1,9675,0.84412,0.1993,0.1995,0.1995,0.880983746739388,0.832403124029288,0.957389372713016
ZBTB21,21,41986831,42010387,49,13,9675,0.84362,0.19944,0.17753,0.23602,0.880983746739388,0.81977332166083,0.977113464778844
BTLA,3,112463966,112499702,34,11,9675,0.84347,0.19948,0.33199,0.13002,0.880983746739388,0.873845005727377,0.910968489702517
TOMM22,22,38681949,38684760,6,3,9675,0.84325,0.19954,0.34744,0.11638,0.880983746739388,0.881965623444844,0.904759698618669
DUS3L,19,5785140,5791238,18,6,9675,0.84324,0.19955,0.14016,0.29291,0.880983746739388,0.797189106229311,0.977113464778844
MFSD2A,1,39955112,39969968,12,8,9675,0.84314,0.19957,0.14146,0.29329,0.880983746739388,0.797189106229311,0.977113464778844
CEP170B,14,104865313,104896770,92,15,9675,0.84299,0.19962,0.20295,0.20596,0.880983746739388,0.832403124029288,0.962652869476892
NPFFR2,4,72031804,72148201,274,19,9675,0.84275,0.19968,0.45171,0.097458,0.880983746739388,0.910963478354745,0.88428663535109
UMPS,3,124730366,124749273,64,13,9675,0.84265,0.19971,0.094251,0.45348,0.880983746739388,0.776946501122586,0.977113464778844
DCDC2C,2,3703592,3847411,508,68,9675,0.84263,0.19972,0.086065,0.51275,0.880983746739388,0.760665495192308,0.977113464778844
EVPL,17,76006845,76027452,40,14,9675,0.84257,0.19973,0.12659,0.33034,0.880983746739388,0.794018894601542,0.977113464778844
PCGF6,10,103302796,103351134,54,15,9675,0.84257,0.19974,0.28663,0.15176,0.880983746739388,0.857574937117059,0.923619761352337
GSTM5,1,109711761,109718268,20,7,9675,0.84232,0.1998,0.22419,0.18824,0.880983746739388,0.842935050916497,0.95411956401766
FAH,15,80152891,80186582,100,20,9675,0.84226,0.19982,0.18479,0.2273,0.880983746739388,0.822092106408706,0.976374265668849
FBXO11,2,47806920,47906535,178,23,9675,0.8422,0.19984,0.095505,0.45858,0.880983746739388,0.776984759581882,0.977113464778844
