GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P_MULTI,P_SNPWISE_MEAN,P_SNPWISE_TOP1,P_MULTI_FDR,P_SNPWISE_MEAN_FDR,P_SNPWISE_TOP1_FDR
MS4A12,11,60492742,60507430,58,9,8816,0.98583,0.16211,0.42827,0.072313,0.848489655074116,0.907577150353639,0.800807595295537
NKAIN4,20,63240784,63254540,85,21,8816,0.98555,0.16218,0.23727,0.12393,0.84861412938159,0.843869151070809,0.89762474556213
CTHRC1,8,103371509,103383005,32,10,8816,0.98534,0.16223,0.2459,0.11496,0.848633911680912,0.847645489864865,0.886385152783592
UROC1,3,126481165,126517773,130,35,8816,0.9844,0.16246,0.22871,0.12944,0.849595004272287,0.841987203525641,0.899168366729679
CYC1,8,144095035,144097527,1,1,8816,0.98377,0.16261,0.1629,0.1629,0.850137303530752,0.788451346303502,0.941984049118388
APEH,3,49673130,49683504,7,4,8816,0.9833,0.16273,0.2057,0.13608,0.850277995457127,0.823782035915188,0.906986747731397
TMEM174,5,73173196,73175143,3,2,8816,0.98328,0.16273,0.17845,0.1508,0.850277995457127,0.801482101694915,0.927503674356403
RAB36,22,23145326,23169285,58,7,8816,0.98271,0.16287,0.076746,0.36962,0.850277995457127,0.717571689775561,0.981857494719054
LOC105374378,2,27716068,27761921,24,9,8816,0.98257,0.16291,0.091035,0.32881,0.850277995457127,0.733140458966565,0.981857494719054
AGFG2,7,100539211,100568220,26,8,8816,0.98258,0.16291,0.48052,0.061824,0.850277995457127,0.917267625233839,0.780249138983051
RPL10A,6,35468401,35470781,8,6,8816,0.98239,0.16295,0.099708,0.2768,0.850277995457127,0.737152003992016,0.981199811464483
AGAP2,12,57723761,57742201,17,6,8816,0.9822,0.163,0.14035,0.20454,0.850277995457127,0.776179570570571,0.961086530194473
SFXN4,10,119140913,119165709,67,14,8816,0.98201,0.16305,0.17889,0.16769,0.850277995457127,0.801482101694915,0.949031208537641
AGXT2,5,34998101,35048188,158,30,8816,0.98182,0.16309,0.15735,0.19097,0.850277995457127,0.781683806818182,0.951957939344706
L3MBTL3,6,129978804,130141449,365,50,8816,0.9818,0.1631,0.23821,0.13122,0.850277995457127,0.843869151070809,0.900521110698366
PIH1D2,11,112052409,112074171,24,8,8816,0.9816,0.16315,0.1353,0.21211,0.850297232472325,0.769677710583153,0.962558812241924
ADAMTS20,12,43352843,43551940,483,39,8816,0.98117,0.16325,0.50863,0.058638,0.850335673758865,0.924661843922652,0.770688846098783
MRI1,19,13764492,13774282,18,6,8816,0.98118,0.16325,0.15017,0.1886,0.850335673758865,0.779382413793103,0.951447374485597
C17orf64,17,60421085,60431426,10,3,8816,0.98099,0.1633,0.34675,0.080278,0.85035487804878,0.885546102072035,0.820247277685031
NDUFB6,9,32553526,32573184,32,10,8816,0.9807,0.16337,0.24051,0.1172,0.850478188261979,0.844072576452599,0.888787630057803
TXNL4A,18,79972221,79988592,25,8,8816,0.9805,0.16342,0.083202,0.34971,0.850497341269841,0.724358426742532,0.981857494719054
IL24,1,206897098,206904139,11,3,8816,0.98003,0.16354,0.13624,0.20755,0.850592943673932,0.770641601971657,0.962558812241924
LOC105377134,21,14027416,14060261,95,18,8816,0.97996,0.16355,0.12282,0.24255,0.850592943673932,0.756370856005309,0.971099056359318
MASTL,10,27154824,27186920,87,15,8816,0.97959,0.16364,0.39014,0.076286,0.850592943673932,0.893055968586387,0.810200085045662
CHKA,11,68052859,68121391,62,16,8816,0.9796,0.16364,0.18438,0.1701,0.850592943673932,0.805146146745562,0.949031208537641
MYBPC3,11,47331406,47352702,33,14,8816,0.97949,0.16367,0.13777,0.21421,0.850592943673932,0.771688520439292,0.962558812241924
METTL21B,12,57772600,57782541,13,2,8816,0.97877,0.16385,0.1471,0.18364,0.851188343228725,0.777469494141183,0.951447374485597
TRIM68,11,4598672,4608259,28,10,8816,0.97842,0.16393,0.089472,0.31896,0.851188343228725,0.732855343020696,0.981857494719054
CHTF18,16,788622,798074,43,12,8816,0.97845,0.16393,0.078358,0.37685,0.851188343228725,0.717571689775561,0.981857494719054
CAPS2,12,75257036,75390928,187,28,8816,0.97829,0.16397,0.1059,0.27921,0.851188343228725,0.742195216894977,0.981199811464483
ZPBP2,17,39868164,39877896,28,4,8816,0.97766,0.16412,0.12437,0.22315,0.851612511995484,0.756806262826878,0.968570414928141
ANKRD13C,1,70259002,70354788,104,23,8816,0.97745,0.16417,0.5059,0.058425,0.851612511995484,0.923690271398747,0.768990268817204
GPR180,13,94601850,94634645,48,9,8816,0.97714,0.16425,0.087619,0.33272,0.851612511995484,0.731366061206121,0.981857494719054
FAM43A,3,194685893,194689037,9,3,8816,0.97699,0.16429,0.17053,0.16513,0.851612511995484,0.7959078113879,0.945522817955112
GNL2,1,37566812,37595985,56,13,8816,0.97688,0.16431,0.10467,0.29026,0.851612511995484,0.741320986615679,0.981857494719054
CCDC34,11,27338514,27363248,36,12,8816,0.97681,0.16433,0.24799,0.11657,0.851612511995484,0.847651372257345,0.887740261302364
VEZT,12,95217746,95302790,220,24,8816,0.97641,0.16443,0.2149,0.1397,0.851687434451649,0.831499831649832,0.910963298245614
ZNF304,19,57351245,57359898,24,12,8816,0.97635,0.16445,0.12791,0.22527,0.851687434451649,0.760392567307692,0.968570414928141
SDC1,2,20200797,20225433,50,14,8816,0.97615,0.16449,0.35019,0.087903,0.851687434451649,0.886221230536034,0.833572337635519
PDCD2L,19,34404398,34426168,33,9,8816,0.97601,0.16453,0.47218,0.063486,0.851687434451649,0.914403652411474,0.787069910931174
RAD18,3,8877196,8963475,254,24,8816,0.97551,0.16465,0.12152,0.25098,0.852068390642616,0.755324549763033,0.976310491421309
SEPT2,2,241315187,241354027,62,14,8816,0.97492,0.1648,0.23482,0.12499,0.852419631297495,0.843869151070809,0.898405361143298
OR51A7,11,4907370,4908308,3,3,8816,0.97482,0.16482,0.14828,0.18708,0.852419631297495,0.77787688,0.951447374485597
HYAL3,3,50292828,50299468,4,3,8816,0.97461,0.16488,0.13421,0.20793,0.852419631297495,0.769677710583153,0.962558812241924
HIST2H2BE,1,149884460,149886682,2,1,8816,0.97435,0.16494,0.1652,0.1652,0.852419631297495,0.788451346303502,0.945522817955112
MAP2K2,19,4090321,4124184,68,19,8816,0.9743,0.16495,0.12067,0.24454,0.852419631297495,0.75386929908132,0.971099056359318
KIAA1191,5,176346061,176361807,27,8,8816,0.97413,0.165,0.15309,0.19084,0.852438097917839,0.779649489431787,0.951957939344706
KLK6,19,50958631,50969673,18,10,8816,0.97387,0.16506,0.17166,0.16783,0.852508202531646,0.797438424778761,0.949031208537641
PELI1,2,64092652,64144471,112,19,8816,0.97336,0.16519,0.3887,0.079543,0.852873094435076,0.892623193350831,0.8170131549217
ANKRD42,11,83193739,83256099,91,18,8816,0.97309,0.16525,0.10013,0.3042,0.852873094435076,0.737152003992016,0.981857494719054
CER1,9,14719733,14722717,9,5,8816,0.97304,0.16527,0.27165,0.10437,0.852873094435076,0.85727612698956,0.870169841269841
SPATA16,3,172889357,173141268,505,69,8816,0.97258,0.16538,0.14791,0.21958,0.852980121917429,0.777469494141183,0.965672063946552
ALG6,1,63367590,63438562,135,24,8816,0.97208,0.16551,0.43388,0.071467,0.852980121917429,0.908273934557063,0.800444246980676
PDZD2,5,31639363,32110932,1557,195,8816,0.97162,0.16562,0.12365,0.27994,0.852980121917429,0.756370856005309,0.981199811464483
STAT1,2,190969036,191014250,89,28,8816,0.97159,0.16563,0.13559,0.22448,0.852980121917429,0.769677710583153,0.968570414928141
GJA5,1,147756199,147781067,58,18,8816,0.97132,0.16569,0.13504,0.21909,0.852980121917429,0.769677710583153,0.965672063946552
HMOX2,16,4474703,4510347,73,12,8816,0.97076,0.16583,0.18286,0.17674,0.852980121917429,0.804734389075228,0.949031208537641
KLK8,19,50996008,51001702,29,6,8816,0.9705,0.1659,0.12535,0.24051,0.852980121917429,0.757089259868421,0.970841880453752
PPAPDC3,9,131289682,131309262,60,12,8816,0.97003,0.16601,0.11065,0.2996,0.852980121917429,0.746784096252755,0.981857494719054
ZBTB8A,1,32539145,32605950,119,15,8816,0.96987,0.16606,0.094964,0.33811,0.852980121917429,0.735538719764012,0.981857494719054
CRYZ,1,74705482,74733408,62,19,8816,0.96966,0.16611,0.15899,0.19176,0.852980121917429,0.784102978780553,0.952398481345244
MYL2,12,110910819,110920600,28,7,8816,0.96962,0.16612,0.23633,0.12725,0.852980121917429,0.843869151070809,0.898822715765248
FAM170B,10,49131154,49134020,9,3,8816,0.96946,0.16616,0.098138,0.29783,0.852980121917429,0.736723001219017,0.981857494719054
SORCS2,4,7192607,7742837,2386,204,8816,0.96942,0.16617,0.32398,0.11032,0.852980121917429,0.877919183884298,0.87725661325249
CISD1,10,58269102,58289259,54,9,8816,0.96941,0.16617,0.10844,0.29413,0.852980121917429,0.745155735129068,0.981857494719054
OVOS2,12,31111657,31232532,210,33,8816,0.96933,0.16619,0.17125,0.17746,0.852980121917429,0.797116804358844,0.949031208537641
FAM13B,5,137937949,138051961,167,19,8816,0.96929,0.1662,0.14341,0.22913,0.852980121917429,0.776282727004717,0.969522086152458
NOMO1,16,14833786,14896157,4,3,8816,0.96911,0.16625,0.19769,0.14302,0.852980121917429,0.817703557107457,0.914601325217391
FARP1,13,98142562,98449773,961,143,8816,0.96859,0.16637,0.11394,0.27908,0.852980121917429,0.749445956459672,0.981199811464483
RGS17,6,153010823,153131254,332,35,8816,0.96835,0.16643,0.31598,0.10512,0.852980121917429,0.875206750037442,0.870987509025271
IARS2,1,220094113,220148041,95,19,8816,0.96814,0.16649,0.068771,0.45014,0.852980121917429,0.704819221480245,0.981857494719054
H1F0,22,37805107,37807436,4,3,8816,0.96808,0.1665,0.1111,0.25384,0.852980121917429,0.747127955861071,0.980166432023534
CLCN6,1,11806096,11843144,166,17,8816,0.968,0.16652,0.5302,0.055965,0.852980121917429,0.929325373319348,0.76286070155902
ABCC11,16,48166910,48235177,145,17,8816,0.96801,0.16652,0.29711,0.1038,0.852980121917429,0.866649630740098,0.869260287146764
TRIM41,5,181223263,181235808,28,11,8816,0.96788,0.16655,0.33557,0.088133,0.852980121917429,0.881469198234121,0.833699130860381
ZNF311,6,28994785,29005628,21,8,8816,0.96744,0.16666,0.14802,0.20077,0.852980121917429,0.777469494141183,0.956724791180285
EIF4G2,11,10797046,10809035,20,7,8816,0.96654,0.16689,0.21874,0.13668,0.852980121917429,0.834192412289807,0.907296268980477
FANCF,11,22622533,22625841,2,2,8816,0.96654,0.16689,0.12751,0.22031,0.852980121917429,0.760392567307692,0.965672063946552
CDX1,5,150166781,150184558,21,8,8816,0.96642,0.16692,0.094773,0.30828,0.852980121917429,0.735538719764012,0.981857494719054
MPP2,17,43875357,43909711,62,13,8816,0.96632,0.16694,0.54249,0.05638,0.852980121917429,0.931596534433219,0.763636557027226
FNIP2,4,158769030,158908050,134,20,8816,0.96616,0.16698,0.27727,0.11528,0.852980121917429,0.859823120567376,0.886385152783592
TOMM7,7,22812632,22822852,56,11,8816,0.96601,0.16702,0.1797,0.16939,0.852980121917429,0.801482101694915,0.949031208537641
RRNAD1,1,156728471,156736960,13,7,8816,0.96579,0.16708,0.15991,0.18283,0.852980121917429,0.785475524344569,0.951447374485597
BNC1,15,83255884,83284716,27,8,8816,0.96558,0.16713,0.29329,0.10539,0.852980121917429,0.864608848932413,0.871816671171171
LOC105371409,16,88925447,88930657,35,10,8816,0.96547,0.16715,0.16509,0.1775,0.852980121917429,0.788451346303502,0.949031208537641
HMGCR,5,75336334,75362101,34,10,8816,0.96512,0.16724,0.2557,0.12088,0.852980121917429,0.85400854155301,0.893612435439015
N4BP3,5,178113506,178127034,24,9,8816,0.96483,0.16731,0.54512,0.056933,0.852980121917429,0.931596534433219,0.765261210102489
CKS2,9,89311195,89316703,11,6,8816,0.96485,0.16731,0.53653,0.055416,0.852980121917429,0.930452335849057,0.761027057591623
TRAF4,17,28744005,28750958,8,4,8816,0.96477,0.16733,0.1014,0.28981,0.852980121917429,0.737416674574931,0.981857494719054
OS9,12,57693955,57721557,38,11,8816,0.96471,0.16734,0.075224,0.42872,0.852980121917429,0.717500189090909,0.981857494719054
TCF3,19,1609290,1652426,72,22,8816,0.96448,0.1674,0.071511,0.42413,0.852980121917429,0.708597858607663,0.981857494719054
AFTPH,2,64524305,64593005,90,12,8816,0.96445,0.16741,0.06507,0.48392,0.852980121917429,0.69958938905067,0.981857494719054
GPR87,3,151294086,151316848,34,9,8816,0.96434,0.16744,0.23582,0.12503,0.852980121917429,0.843869151070809,0.898405361143298
LRRFIP2,3,37052626,37176817,186,21,8816,0.96425,0.16746,0.080239,0.40502,0.852980121917429,0.718667453170732,0.981857494719054
DECR1,8,90001352,90052004,93,15,8816,0.96411,0.16749,0.15288,0.21003,0.852980121917429,0.779649489431787,0.962558812241924
DCC,18,52340172,53535903,3866,185,8816,0.96411,0.1675,0.12632,0.306,0.852980121917429,0.758457004578156,0.981857494719054
TRPS1,8,115408496,115669580,288,33,8816,0.96406,0.16751,0.18846,0.17781,0.852980121917429,0.807652666822212,0.949031208537641
LMO4,1,87328468,87348923,38,19,8816,0.96401,0.16752,0.16463,0.19115,0.852980121917429,0.788451346303502,0.951957939344706
FAM109A,12,111360651,111369121,9,4,8816,0.96385,0.16756,0.23767,0.12076,0.852980121917429,0.843869151070809,0.893612435439015
NAGLU,17,42535933,42544449,4,3,8816,0.9636,0.16762,0.14109,0.2049,0.852980121917429,0.776282727004717,0.961699616564417
HIST1H1D,6,26234212,26234988,3,2,8816,0.96348,0.16765,0.14463,0.19716,0.852980121917429,0.777469494141183,0.952398481345244
KRT28,17,40792196,40799959,20,8,8816,0.96345,0.16766,0.080239,0.37287,0.852980121917429,0.718667453170732,0.981857494719054
PIF1,15,64815630,64827154,31,10,8816,0.96314,0.16774,0.45266,0.065957,0.853150731301939,0.910572850609756,0.791019170143416
GPATCH2,1,217426992,217631102,415,59,8816,0.96289,0.1678,0.084774,0.36562,0.853219551370812,0.726820057433997,0.981857494719054
MED26,19,16574907,16628204,72,13,8816,0.96255,0.16789,0.13108,0.24556,0.853440833333333,0.763808276737544,0.971834747474748
SAMD9,7,93099513,93118023,59,14,8816,0.96214,0.16799,0.0948,0.31188,0.853712812067534,0.735538719764012,0.981857494719054
ZNF618,9,113876282,114056595,409,55,8816,0.96187,0.16806,0.13538,0.24832,0.853832224681793,0.769677710583153,0.974439734986108
SH3BGRL2,6,79631283,79703670,149,25,8816,0.96098,0.16828,0.11437,0.2673,0.854713438450899,0.749445956459672,0.980540035700119
BRE,2,27890615,28338901,778,73,8816,0.96014,0.16849,0.20837,0.15541,0.855543387721239,0.824010676286883,0.934583316961362
POGK,1,166839449,166854472,19,8,8816,0.95986,0.16856,0.090292,0.32887,0.855662195189383,0.732855343020696,0.981857494719054
ARHGEF25,12,57610180,57617245,8,6,8816,0.95958,0.16863,0.11236,0.26113,0.855780936981758,0.747127955861071,0.980540035700119
LOC105375667,8,100106005,100107768,1,1,8816,0.95879,0.16883,0.1691,0.1691,0.856121468724167,0.795221564573762,0.949031208537641
TMEM132C,12,128267403,128707915,1158,138,8816,0.9587,0.16885,0.25191,0.13311,0.856121468724167,0.851494755154639,0.90262513633014
IVNS1ABP,1,185296388,185317343,18,9,8816,0.95862,0.16888,0.44398,0.07104,0.856121468724167,0.90856491427299,0.800444246980676
RNF182,6,13924446,13980009,90,17,8816,0.95855,0.16889,0.11826,0.27686,0.856121468724167,0.751584497082046,0.981199811464483
SCGB3A1,5,180590105,180591487,2,2,8816,0.95823,0.16897,0.1244,0.23157,0.856121468724167,0.756806262826878,0.969522086152458
TNRC6A,16,24729714,24826227,135,20,8816,0.95796,0.16904,0.098258,0.31302,0.856121468724167,0.736723001219017,0.981857494719054
SH3BP5,3,15254353,15341394,192,43,8816,0.95766,0.16912,0.065117,0.49081,0.856121468724167,0.69958938905067,0.981857494719054
LRRC6,8,132570416,132685097,161,23,8816,0.95749,0.16916,0.093556,0.3456,0.856121468724167,0.735538719764012,0.981857494719054
MST1R,3,49886981,49903873,18,6,8816,0.95733,0.1692,0.107,0.28011,0.856121468724167,0.743332198259553,0.981199811464483
C5orf51,5,41904289,41921636,15,7,8816,0.95728,0.16921,0.43536,0.070129,0.856121468724167,0.90856491427299,0.799279062073246
TMOD2,15,51751561,51816363,213,23,8816,0.95729,0.16921,0.060955,0.51108,0.856121468724167,0.68635917167382,0.981857494719054
TFR2,7,100620416,100642765,31,9,8816,0.95705,0.16927,0.15057,0.20955,0.856189110192837,0.779423673526924,0.962558812241924
CHRNB4,15,78623297,78655586,44,16,8816,0.95665,0.16937,0.089626,0.34422,0.856307727022565,0.732855343020696,0.981857494719054
MROH7,1,54641740,54710267,186,42,8816,0.95655,0.1694,0.048179,0.66382,0.856307727022565,0.663493535127055,0.981857494719054
SERINC5,5,80111227,80256082,414,65,8816,0.95632,0.16945,0.17621,0.18074,0.856307727022565,0.800782659916029,0.95072193291643
CPNE3,8,86514427,86561498,119,23,8816,0.95621,0.16948,0.21059,0.15681,0.856307727022565,0.825500529236022,0.935267160934458
CNOT11,2,101252883,101270316,19,10,8816,0.9557,0.16961,0.18584,0.17112,0.856577714913485,0.805172514744043,0.949031208537641
LRRC16B,14,24051997,24069728,37,19,8816,0.95516,0.16975,0.10292,0.29781,0.856577714913485,0.741320986615679,0.981857494719054
ELOVL1,1,43363397,43368074,1,1,8816,0.95507,0.16977,0.17,0.17,0.856577714913485,0.795456167176351,0.949031208537641
REG1A,2,79120458,79123419,10,6,8816,0.95486,0.16982,0.15748,0.1951,0.856577714913485,0.781744766153014,0.952398481345244
MOB3C,1,46607715,46616891,17,6,8816,0.95483,0.16983,0.11275,0.27354,0.856577714913485,0.747758516780946,0.981199811464483
CYB5R4,6,83859651,83960427,141,13,8816,0.95474,0.16986,0.07456,0.43717,0.856577714913485,0.715541792058516,0.981857494719054
BMF,15,40087890,40108884,28,14,8816,0.95473,0.16986,0.23378,0.13435,0.856577714913485,0.843869151070809,0.904685555961961
PRM1,16,11280836,11281335,1,1,8816,0.95439,0.16994,0.1702,0.1702,0.856577936333699,0.795674472144492,0.949031208537641
SCARA5,8,27869882,27992852,458,68,8816,0.95425,0.16998,0.38176,0.089472,0.856577936333699,0.89082,0.837671493883792
KCNS2,8,98427022,98430797,1,1,8816,0.95417,0.17,0.1703,0.1703,0.856577936333699,0.795674472144492,0.949031208537641
POLR2J,7,102473100,102478999,11,6,8816,0.9535,0.17017,0.10689,0.28449,0.856930575815739,0.743332198259553,0.981857494719054
POLD1,19,50384290,50418018,53,10,8816,0.95337,0.1702,0.33543,0.093447,0.856930575815739,0.881469198234121,0.851366269078295
PRRG2,19,49580617,49591008,22,5,8816,0.95335,0.17021,0.16332,0.18819,0.856930575815739,0.788451346303502,0.951447374485597
LDLRAP1,1,25543580,25591287,94,22,8816,0.95287,0.17033,0.053837,0.60256,0.857148408655163,0.675975369713506,0.981857494719054
SLU7,5,160401641,160419161,40,10,8816,0.95276,0.17036,0.15288,0.20403,0.857148408655163,0.779649489431787,0.96019
GCSAML,1,247507058,247577690,181,37,8816,0.95243,0.17044,0.13344,0.24703,0.857148408655163,0.767870714509558,0.972652716552316
TPCN2,11,69048882,69160413,323,44,8816,0.95244,0.17044,0.14564,0.22062,0.857148408655163,0.777469494141183,0.966087245409015
CNTN1,12,40692442,41072412,1025,66,8816,0.9522,0.1705,0.17923,0.18202,0.857215361445783,0.801482101694915,0.95072193291643
LRRTM1,2,80288280,80304593,22,9,8816,0.95194,0.17056,0.093762,0.32582,0.857282277580071,0.735538719764012,0.981857494719054
SH3BP4,2,234951984,235055714,246,56,8816,0.95153,0.17067,0.10696,0.31718,0.857497765957447,0.743332198259553,0.981857494719054
VPS54,2,63892150,64019080,222,33,8816,0.95131,0.17072,0.081831,0.40362,0.857497765957447,0.7230937086915,0.981857494719054
DCSTAMP,8,104339087,104356689,45,12,8816,0.95103,0.1708,0.12877,0.24294,0.857497765957447,0.760392567307692,0.971099056359318
FCHSD2,11,72836743,73142454,213,29,8816,0.9506,0.1709,0.7703,0.043447,0.857497765957447,0.975288438209202,0.727186854327335
MIR205HG,1,209428823,209432552,4,3,8816,0.95049,0.17093,0.12952,0.23163,0.857497765957447,0.7613498816,0.969522086152458
KCTD7,7,66628881,66643229,26,8,8816,0.95021,0.171,0.15443,0.20403,0.857497765957447,0.779649489431787,0.96019
GNAO1,16,56191339,56357444,355,55,8816,0.94982,0.1711,0.081512,0.40331,0.857497765957447,0.7230937086915,0.981857494719054
LGALS16,19,39655894,39660647,5,3,8816,0.94978,0.17111,0.1091,0.27888,0.857497765957447,0.745276670378619,0.981199811464483
ALKBH2,12,109088188,109093631,16,10,8816,0.94964,0.17115,0.19913,0.15838,0.857497765957447,0.819214702194357,0.937458340315823
COL23A1,5,178237616,178590555,1157,135,8816,0.94953,0.17117,0.10514,0.32344,0.857497765957447,0.741320986615679,0.981857494719054
EP400,12,131949920,132080466,141,24,8816,0.94942,0.1712,0.26634,0.13359,0.857497765957447,0.857039737118822,0.902777324254693
ADORA2B,17,15927783,15975896,57,16,8816,0.94942,0.1712,0.1196,0.26388,0.857497765957447,0.751788976377953,0.980540035700119
TATDN3,1,212791828,212816825,97,12,8816,0.9494,0.17121,0.21147,0.15843,0.857497765957447,0.82736004048583,0.937458340315823
CARD16,11,105040306,105045416,18,5,8816,0.94915,0.17127,0.091641,0.34498,0.857564349604581,0.733140458966565,0.981857494719054
LRRCC1,8,85107088,85146080,33,9,8816,0.94865,0.1714,0.14731,0.21006,0.857981297709924,0.777469494141183,0.962558812241924
ADAMTS2,5,179110851,179345430,748,136,8816,0.94821,0.17151,0.089794,0.38124,0.858033161012386,0.732855343020696,0.981857494719054
PAH,12,102838321,102917603,212,27,8816,0.94812,0.17153,0.082038,0.38892,0.858033161012386,0.7230937086915,0.981857494719054
C9orf69,9,136110220,136118885,23,11,8816,0.94794,0.17158,0.094411,0.32917,0.858033161012386,0.735538719764012,0.981857494719054
VPS13B,8,99013071,99877586,1191,45,8816,0.94764,0.17166,0.26707,0.13079,0.858033161012386,0.857123846019857,0.900521110698366
HMX1,4,8846077,8871817,49,15,8816,0.94723,0.17176,0.24283,0.13151,0.858033161012386,0.846872790123457,0.900521110698366
P2RX5,17,3673227,3696404,49,14,8816,0.9467,0.1719,0.24305,0.13512,0.858033161012386,0.847059229750189,0.905278874726876
C1QA,1,22636625,22639682,4,3,8816,0.94656,0.17193,0.13094,0.23279,0.858033161012386,0.763808276737544,0.969522086152458
TRAM1L1,4,117083554,117085580,1,1,8816,0.94649,0.17195,0.1722,0.1722,0.858033161012386,0.79782089326268,0.949031208537641
DCANP1,5,135444214,135447348,16,8,8816,0.9465,0.17195,0.12497,0.2497,0.858033161012386,0.756906790897098,0.975684549904235
MLX,17,42567060,42573203,8,3,8816,0.94637,0.17198,0.10212,0.29895,0.858033161012386,0.73927564072327,0.981857494719054
KCTD20,6,36442767,36491143,78,12,8816,0.94598,0.17208,0.15836,0.21018,0.858033161012386,0.782615390204521,0.962558812241924
TAF1D,11,93735929,93741537,2,2,8816,0.94589,0.1721,0.17742,0.16897,0.858033161012386,0.801482101694915,0.949031208537641
NRXN2,11,64606174,64723188,117,21,8816,0.94582,0.17212,0.22384,0.15034,0.858033161012386,0.836740201383238,0.927298321020819
LCP1,13,46125923,46182324,132,37,8816,0.94555,0.17219,0.16944,0.19913,0.858033161012386,0.795221564573762,0.954378995040459
HCLS1,3,121631398,121660948,65,11,8816,0.94538,0.17223,0.15224,0.21888,0.858033161012386,0.779649489431787,0.965672063946552
OR51I1,11,5440542,5441553,4,3,8816,0.94527,0.17226,0.25868,0.11805,0.858033161012386,0.855462370436331,0.889154
GSDMA,17,39962973,39977880,47,15,8816,0.94512,0.1723,0.19932,0.16077,0.858033161012386,0.819224134615385,0.941594248803828
TBC1D22B,6,37257704,37332970,119,19,8816,0.94466,0.17242,0.15159,0.22042,0.858033161012386,0.779649489431787,0.965672063946552
LOC105370980,15,93206194,93206739,1,1,8816,0.9446,0.17243,0.1727,0.1727,0.858033161012386,0.798123508683614,0.949031208537641
MON1A,3,49908869,49930357,17,6,8816,0.94458,0.17244,0.10574,0.29637,0.858033161012386,0.741877011845625,0.981857494719054
RFWD2,1,175944826,176207279,497,37,8816,0.94452,0.17245,0.077398,0.43588,0.858033161012386,0.717571689775561,0.981857494719054
PARP15,3,122577454,122639047,205,32,8816,0.94442,0.17248,0.06675,0.49834,0.858033161012386,0.701948693539165,0.981857494719054
TRIM5,11,5590982,5685109,360,63,8816,0.94357,0.17269,0.1706,0.19639,0.858033161012386,0.795923013455192,0.952398481345244
ZC3H3,8,143437655,143542245,221,38,8816,0.94331,0.17276,0.15501,0.21199,0.858033161012386,0.779777662018048,0.962558812241924
MGA,15,41621232,41769943,196,24,8816,0.94305,0.17283,0.1251,0.25915,0.858033161012386,0.757089259868421,0.980540035700119
ADAM7,8,24440996,24512760,161,21,8816,0.9429,0.17287,0.10686,0.30782,0.858033161012386,0.743332198259553,0.981857494719054
RGS7BP,5,64505539,64614657,171,32,8816,0.94276,0.1729,0.079739,0.43029,0.858033161012386,0.718667453170732,0.981857494719054
SPHAR,1,229304382,229305504,1,1,8816,0.94247,0.17297,0.1732,0.1732,0.858033161012386,0.798620626880642,0.949031208537641
RPRD1B,20,38033487,38092364,89,13,8816,0.9421,0.17307,0.10917,0.3104,0.858033161012386,0.745276670378619,0.981857494719054
ZNF850,19,36743478,36772814,55,13,8816,0.94204,0.17309,0.39239,0.084488,0.858033161012386,0.894323831926514,0.830282651685393
MPHOSPH8,13,19633647,19673459,68,12,8816,0.94196,0.17311,0.39033,0.084213,0.858033161012386,0.893268141824526,0.829844424745581
TTBK1,6,43243484,43288259,84,16,8816,0.94181,0.17315,0.085945,0.3795,0.858033161012386,0.727408667741935,0.981857494719054
DIDO1,20,62877734,62937952,154,25,8816,0.94168,0.17318,0.15674,0.20667,0.858033161012386,0.781050603518268,0.962558812241924
ZNF699,19,9293925,9309766,28,8,8816,0.94156,0.17321,0.15445,0.20526,0.858033161012386,0.779649489431787,0.962558812241924
LOC105374372,4,7910373,7919635,37,10,8816,0.94152,0.17322,0.11979,0.27328,0.858033161012386,0.752468077317824,0.981199811464483
LGALS8,1,236518214,236552981,190,24,8816,0.94135,0.17326,0.14614,0.26646,0.858033161012386,0.777469494141183,0.980540035700119
REXO2,11,114439386,114450279,24,10,8816,0.94136,0.17326,0.10618,0.29728,0.858033161012386,0.742195216894977,0.981857494719054
ACOX1,17,75941507,75979434,104,19,8816,0.94125,0.17329,0.17255,0.20271,0.858033161012386,0.798109345253085,0.959319703913491
GRID1,10,85599555,86366493,1936,173,8816,0.94102,0.17335,0.094061,0.41076,0.858033161012386,0.735538719764012,0.981857494719054
MTMR14,3,9649433,9702394,59,19,8816,0.94059,0.17346,0.30666,0.11028,0.858033161012386,0.869993282043391,0.87725661325249
KIF3A,5,132689161,132737633,57,9,8816,0.94059,0.17346,0.1196,0.26738,0.858033161012386,0.751788976377953,0.980540035700119
RYR2,1,237042238,237833988,2248,179,8816,0.94034,0.17352,0.13819,0.27279,0.858033161012386,0.773333309966474,0.981199811464483
FTSJ3,17,63819433,63827671,12,4,8816,0.94037,0.17352,0.13517,0.24199,0.858033161012386,0.769677710583153,0.970841880453752
C2orf61,2,47086991,47155378,273,47,8816,0.94026,0.17354,0.41919,0.079904,0.858033161012386,0.907577150353639,0.81859373091922
ENHO,9,34521042,34523039,2,2,8816,0.94021,0.17355,0.18003,0.16871,0.858033161012386,0.801482101694915,0.949031208537641
MYH9,22,36281277,36388067,222,40,8816,0.9402,0.17356,0.31426,0.11117,0.858033161012386,0.875206750037442,0.879275703924915
